kreiskey1888,county,rb,edu1886_loc_pri,edu1886_loc_max,edu1886_loc_rea,edu1886_loc_dis,edu1886_loc_nvr,edu1886_loc_tot,edu1886_loc_awa,edu1886_dif_pri,edu1886_dif_max,edu1886_dif_rea,edu1886_dif_dis,edu1886_dif_nvr,edu1886_dif_tot,edu1886_dif_awa,edu1886_tot_you,edu1886_tot_old,edu1886_tot_pri,edu1886_tot_max,edu1886_tot_rea,edu1886_tot_dis,edu1886_tot_nvr,edu1886_tot_tot,edu1886_tot_awa,edu1886_stud_tot,edu1886_stud_m,edu1886_stud_f,edu1886_stud_mix_m,edu1886_stud_mix_f,edu1886_stud_mix_tot,edu1886_stud_pro,edu1886_stud_cat,edu1886_stud_ocr,edu1886_stud_jew,edu1886_stud_ger,edu1886_stud_pol,edu1886_stud_pag,edu1886_stud_lit,edu1886_stud_lag,edu1886_stud_wen,edu1886_stud_wag,edu1886_stud_sla,edu1886_stud_sag,edu1886_stud_dan,edu1886_stud_dag,edu1886_stud_oth,edu1886_stud_oag,edu1886_pro_stud_tot,edu1886_pro_stud_pro,edu1886_pro_stud_cat,edu1886_pro_stud_ocr,edu1886_pro_stud_jew,edu1886_cat_stud_tot,edu1886_cat_stud_pro,edu1886_cat_stud_cat,edu1886_cat_stud_ocr,edu1886_cat_stud_jew,edu1886_ocr_stud_tot,edu1886_ocr_stud_pro,edu1886_ocr_stud_cat,edu1886_ocr_stud_ocr,edu1886_ocr_stud_jew,edu1886_jew_stud_tot,edu1886_jew_stud_pro,edu1886_jew_stud_cat,edu1886_jew_stud_ocr,edu1886_jew_stud_jew,edu1886_mix_stud_tot,edu1886_mix_stud_pro,edu1886_mix_stud_cat,edu1886_mix_stud_ocr,edu1886_mix_stud_jew
152,"RAWITSCH","POS",872,136,180,17,0,2420,0,48,238,285,41,1,5732,190,1232,9446,920,374,465,58,1,8152,190,8152,4100,4052,3715,3696,7411,2855,5242,3,52,3377,4590,185,0,0,0,0,0,0,0,0,0,0,2432,1930,491,2,9,4201,87,4114,0,0,0,0,0,0,0,23,0,0,0,23,1496,838,637,1,20
153,"GOSTYN (Kröben)","POS",56,33,19,7,0,1380,0,42,81,358,36,19,6232,719,994,8172,98,114,377,43,19,7612,719,7612,3846,3766,3743,3655,7398,766,6776,0,70,790,6621,201,0,0,0,0,0,0,0,0,0,0,283,219,56,0,8,6386,143,6243,0,0,0,0,0,0,0,0,0,0,0,0,943,404,477,0,62
154,"KOSCHMIN","POS",359,7,8,10,0,1284,21,1,74,51,21,4,4220,844,762,6197,360,81,59,31,4,5504,865,5504,2758,2746,2640,2638,5278,658,4737,0,109,737,4702,65,0,0,0,0,0,0,0,0,0,0,618,600,9,0,9,4786,58,4728,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0
155,"KROTOSCHIN","POS",301,33,22,9,0,3446,100,11,31,24,34,3,4255,61,1069,8170,312,64,46,43,3,7701,161,7701,3889,3812,3821,3752,7573,2220,5278,0,203,2392,5115,194,0,0,0,0,0,0,0,0,0,0,2116,1982,110,0,24,4977,192,4785,0,0,0,0,0,0,0,179,0,0,0,179,429,46,383,0,0
156,"PLESCHEN","POS",186,0,0,4,18,891,0,25,0,32,31,0,5348,272,828,6378,211,0,32,35,18,6239,272,6239,3134,3105,3052,3026,6078,847,5269,0,123,864,5238,137,0,0,0,0,0,0,0,0,0,0,894,717,55,0,122,5177,100,5077,0,0,0,0,0,0,0,0,0,0,0,0,168,30,137,0,1
157,"OSTROWO","POS",350,0,136,4,0,3275,62,12,46,85,14,17,2259,333,815,6282,362,46,221,18,17,5534,395,5534,2769,2765,2650,2630,5280,812,4556,0,166,757,4650,127,0,0,0,0,0,0,0,0,0,0,581,556,25,0,0,4653,205,4434,0,14,0,0,0,0,0,152,0,0,0,152,148,51,97,0,0
158,"ADELNAU","POS",14,62,144,26,0,4341,74,2,0,6,0,0,1837,140,838,6870,16,62,150,26,0,6178,214,6178,3133,3045,3133,3045,6178,1235,4856,0,87,296,5790,92,0,0,0,0,0,0,0,0,0,0,963,854,30,0,79,4051,109,3942,0,0,0,0,0,0,0,0,0,0,0,0,1164,272,884,0,8
159,"SCHILDBERG","POS",6,22,13,13,0,1692,133,131,150,102,50,37,4296,829,829,6549,137,172,115,63,37,5988,962,5988,2977,3011,2977,3011,5988,1352,4452,0,184,424,5304,260,0,0,0,0,0,0,0,0,0,0,1141,948,156,0,37,3906,161,3724,0,21,0,0,0,0,0,94,0,0,0,94,847,243,572,0,32
160,"KEMPEN","POS",5,0,1,3,0,891,27,209,0,32,33,6,5214,189,864,6675,214,0,33,36,6,6105,216,6105,3050,3055,2660,2629,5289,850,5017,0,238,463,5186,435,0,0,0,0,21,0,0,0,0,0,278,241,33,0,4,4782,261,4519,0,2,0,0,0,0,0,0,0,0,0,0,1045,348,465,0,232
161,"FILEHNE","BRO",33,0,469,18,1,3430,265,246,0,465,8,0,2875,232,879,6573,279,0,934,26,1,6305,497,6305,3194,3111,3154,3051,6205,4188,2028,0,89,4591,1627,87,0,0,0,0,0,0,0,0,0,0,4257,4139,100,0,18,1977,49,1928,0,0,0,0,0,0,0,71,0,0,0,71,0,0,0,0,0
162,"CZARNIKAU","BRO",374,0,754,27,1,5328,206,174,0,305,21,3,2416,262,1080,8103,548,0,1059,48,4,7744,468,7744,3936,3808,3860,3726,7586,4319,3179,0,246,5808,1727,209,0,0,0,0,0,0,0,0,0,0,4326,3883,422,0,21,2608,134,2454,0,20,0,0,0,0,0,205,0,0,0,205,605,302,303,0,0
163,"KOLMAR (Chodziesen)","BRO",134,12,547,15,2,3806,66,329,24,1116,39,19,7574,342,1585,11906,463,36,1663,54,21,11380,408,11380,5749,5631,5107,5031,10138,6703,4361,4,312,9088,1688,604,0,0,0,0,0,0,0,0,0,0,7206,6429,707,3,67,3787,196,3591,0,0,0,0,0,0,0,241,0,0,0,241,146,78,63,1,4
164,"WIRSITZ","BRO",91,0,165,3,0,1241,9,361,0,1361,44,32,10003,784,1530,11935,452,0,1526,47,32,11244,793,11244,5735,5509,5544,5313,10857,5634,5337,2,271,6224,4535,485,0,0,0,0,0,0,0,0,0,0,5926,5078,740,0,108,4829,362,4464,2,1,0,0,0,0,0,137,0,0,0,137,352,194,133,0,25
165,"BROMBERG","BRO",3039,0,792,15,18,3027,0,0,0,0,0,0,0,0,643,5928,3039,0,792,15,18,3027,0,3027,1385,1642,18,51,69,1707,1237,17,66,2382,171,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3027,1707,1237,17,66
166,"BROMBERG","BRO",58,26,382,13,7,2609,6,616,317,1606,74,68,11200,902,2017,15098,674,343,1988,87,75,13809,908,13809,6836,6973,6794,6929,13723,7640,6055,3,111,8384,4495,930,0,0,0,0,0,0,0,0,0,0,5074,4246,825,3,0,4386,588,3784,0,14,0,0,0,0,0,68,0,0,0,68,4281,2806,1446,0,29
167,"SCHUBIN","BRO",34,0,85,1,0,728,4,548,44,1225,53,6,7334,656,1286,9245,582,44,1310,54,6,8062,660,8062,4182,3880,4137,3828,7965,3664,4155,2,241,3935,3791,336,0,0,0,0,0,0,0,0,0,0,3910,3380,516,2,12,3238,119,3119,0,0,0,0,0,0,0,200,0,0,0,200,714,165,520,0,29
168,"HOHENSALZA (Inowraclaw)","BRO",485,420,291,5,6,1953,0,86,183,1127,46,26,7615,1228,1648,11723,571,603,1418,51,32,9568,1228,9568,4793,4775,3967,3981,7948,3273,6119,12,164,3491,5897,180,0,0,0,0,0,0,0,0,0,0,2535,2284,242,0,9,4471,217,4251,0,3,0,0,0,0,0,0,0,0,0,0,2562,772,1626,12,152
169,"STRELNO","BRO",38,0,110,3,64,948,0,89,106,667,29,11,5302,992,868,6397,127,106,777,32,75,6250,992,6250,3209,3041,3209,3041,6250,1165,4992,2,91,1169,4916,165,0,0,0,0,0,0,0,0,0,0,1208,1055,134,2,17,4824,43,4771,0,10,0,0,0,0,0,64,0,0,0,64,154,67,87,0,0
170,"MOGILNO","BRO",39,0,50,0,0,349,15,141,116,1018,45,43,7331,1095,1116,8250,180,116,1068,45,43,7680,1110,7680,3944,3736,3792,3595,7387,1930,5608,0,142,2015,5289,376,0,0,0,0,0,0,0,0,0,0,2243,1722,450,0,71,5389,208,5158,0,23,0,0,0,0,0,48,0,0,0,48,0,0,0,0,0
171,"ZNIN","BRO",9,4,52,3,4,394,15,64,120,610,49,15,5527,1171,924,6466,73,124,662,52,19,5921,1186,5921,3078,2843,3078,2843,5921,760,4979,1,181,908,4819,194,0,0,0,0,0,0,0,0,0,0,709,526,149,1,33,4771,162,4606,0,3,0,0,0,0,0,98,0,0,0,98,343,72,224,0,47
172,"WONGROWITZ","BRO",54,0,31,0,0,219,0,133,94,1160,33,3,7553,1204,1220,8828,187,94,1191,33,3,7772,1204,7772,3979,3793,3813,3632,7445,1352,6256,0,164,1607,6002,163,0,0,0,0,0,0,0,0,0,0,1206,963,240,0,3,5192,155,5035,0,2,0,0,0,0,0,54,0,0,0,54,1320,234,981,0,105
173,"GNESEN","BRO",0,0,15,1,0,273,0,423,75,823,22,31,6034,695,1057,7819,423,75,838,23,31,6307,695,6307,3158,3149,2301,2321,4622,1352,4722,12,221,1333,4487,487,0,0,0,0,0,0,0,0,0,0,1602,1206,308,12,76,4560,146,4414,0,0,0,0,0,0,0,145,0,0,0,145,0,0,0,0,0
174,"WITKOWO","BRO",0,0,23,0,0,182,0,78,53,795,68,6,4254,693,718,5116,78,53,818,68,6,4436,693,4436,2241,2195,2241,2195,4436,709,3660,0,67,678,3569,189,0,0,0,0,0,0,0,0,0,0,844,658,178,0,8,3349,44,3303,0,2,0,0,0,0,0,53,0,0,0,53,190,7,179,0,4
175,"NAMSLAU","BRE",10,3,62,9,0,2392,49,159,0,48,8,0,5157,360,911,7628,169,3,110,17,0,7549,409,7549,3745,3804,3632,3688,7320,3968,3518,0,63,3186,2504,1859,0,0,0,0,0,0,0,0,0,0,4365,3670,645,0,50,3184,298,2873,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,"GROSS WARTENBERG","BRE",24,0,28,7,0,3438,137,127,0,100,16,1,7185,315,1283,10578,151,0,128,23,1,10623,452,10623,5344,5279,5204,5137,10341,6700,3852,0,71,3743,5065,1541,0,0,0,0,274,0,0,0,0,0,7126,6496,572,0,58,3497,204,3280,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,"OLS","BRE",366,22,75,9,3,6565,48,158,0,92,7,0,5953,152,1548,12915,524,22,167,16,3,12518,200,12518,6150,6368,5534,5637,11171,10635,1820,12,51,12459,12,46,0,0,0,0,0,1,0,0,0,0,11156,10579,525,12,40,1352,56,1295,0,1,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0
178,"TREBNITZ","BRE",26,0,27,3,0,2603,9,108,0,173,11,0,6850,344,1135,9627,134,0,200,14,0,9453,353,9453,4616,4837,4363,4558,8921,7597,1847,4,5,9439,5,9,0,0,0,0,0,0,0,0,0,0,7860,7488,363,4,5,1593,109,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,"MILITSCH","BRE",75,0,46,6,0,3971,24,30,0,44,15,0,6544,332,1225,10315,105,0,90,21,0,10515,356,10515,5157,5358,4948,5133,10081,8453,2015,0,47,10488,5,22,0,0,0,0,0,0,0,0,0,0,8689,8325,317,0,47,1826,128,1698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,"GUHRAU","BRE",56,0,37,0,0,1792,5,74,0,152,10,0,5322,72,827,7012,130,0,189,10,0,7114,77,7114,3622,3492,3304,3195,6499,5721,1360,0,33,7043,3,68,0,0,0,0,0,0,0,0,0,0,5968,5692,243,0,33,1146,29,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,"STEINAU","BRE",175,0,22,4,0,2016,0,53,0,15,3,0,2387,35,575,4584,228,0,37,7,0,4403,35,4403,2233,2170,2198,2133,4331,3594,794,0,15,4402,0,1,0,0,0,0,0,0,0,0,0,0,3708,3554,139,0,15,695,40,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,"WOHLAU","BRE",137,0,50,2,0,3285,7,87,0,63,6,0,5496,104,1056,9045,224,0,113,8,0,8781,111,8781,4405,4376,4280,4229,8509,6092,2660,15,14,8780,0,1,0,0,0,0,0,0,0,0,0,0,6234,5933,274,15,12,2547,159,2386,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,"NEUMARKT","BRE",215,0,56,9,0,4285,0,56,15,92,5,1,6770,219,1395,11026,271,15,148,14,1,11055,219,11055,5476,5579,5223,5323,10546,6009,5043,0,3,11053,2,0,0,0,0,0,0,0,0,0,0,0,5944,5551,390,0,3,5111,458,4653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,"BRESLAU","BRE",0,47,551,26,3,37118,0,0,0,0,0,0,0,0,5641,47204,0,47,551,26,3,37118,0,37118,18043,19075,461,392,853,22469,14022,138,489,37086,3,29,0,0,0,0,0,0,0,0,0,0,23021,22467,45,108,401,14097,2,13977,30,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,"BRESLAU","BRE",188,0,73,3,0,2627,60,233,0,355,21,1,12443,416,1908,15977,421,0,428,24,1,15070,476,15070,7323,7747,7323,7747,15070,9351,5711,6,2,15056,0,14,0,0,0,0,0,0,0,0,0,0,9783,8784,993,6,0,5287,567,4718,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,"OHLAU","BRE",167,0,19,37,0,5257,2,40,20,190,8,0,5538,50,1334,11120,207,20,209,45,0,10795,52,10795,5436,5359,4796,4704,9500,6310,4475,4,6,10795,0,0,0,0,0,0,0,0,0,0,0,0,5688,5113,569,4,2,3640,221,3419,0,0,0,0,0,0,0,0,0,0,0,0,1467,976,487,0,4
187,"BRIEG","BRE",206,0,147,8,0,7713,3,21,0,27,3,0,2801,22,1341,10749,227,0,174,11,0,10514,25,10514,5214,5300,3892,4039,7931,8888,1549,0,77,9222,392,900,0,0,0,0,0,0,0,0,0,0,9274,8888,309,0,77,1240,0,1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,"STREHLEN","BRE",16,0,1,2,0,3126,0,33,0,43,3,0,4131,216,880,7297,49,0,44,5,0,7257,216,7257,3596,3661,3134,3227,6361,5958,1291,0,8,6680,411,166,0,0,0,0,0,0,0,0,0,0,6302,5953,341,0,8,955,5,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,"NIMPTSCH","BRE",24,0,45,2,0,1020,0,58,0,138,19,0,5598,430,797,6236,82,0,183,21,0,6618,430,6618,3299,3319,3299,3319,6618,5465,1151,0,2,6605,4,8,0,0,0,0,0,1,0,0,0,0,5562,5414,146,0,2,1056,51,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,"MUNSTERBERG","BRE",7,0,8,1,0,1537,2,203,0,70,3,0,4279,526,728,6251,210,0,78,4,0,5816,528,5816,2936,2880,2362,2323,4685,936,4873,0,7,5816,0,0,0,0,0,0,0,0,0,0,0,0,991,858,126,0,7,4825,78,4747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,"FRANKENSTEIN","BRE",116,0,59,21,0,5072,4,110,0,130,9,0,3751,142,1085,9424,226,0,189,30,0,8823,146,8823,4398,4425,3740,3772,7512,1719,7070,10,24,8823,0,0,0,0,0,0,0,0,0,0,0,0,1718,1649,45,10,14,7105,70,7025,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,"REICHENBACH","BRE",181,0,360,7,0,7812,12,169,0,123,11,0,4199,43,1510,12275,350,0,483,18,0,12011,55,12011,5884,6127,5040,5208,10248,8367,3541,100,3,12010,0,1,0,0,0,0,0,0,0,0,0,0,8349,8272,37,38,2,3515,10,3504,0,1,147,85,0,62,0,0,0,0,0,0,0,0,0,0,0
193,"SCHWEIDNITZ","BRE",795,0,755,16,0,10913,0,47,0,362,13,0,5689,32,2141,17094,842,0,1117,29,0,16602,32,16602,8238,8364,6149,6372,12521,10454,6071,25,52,16591,0,8,0,0,0,0,0,3,0,0,0,0,10892,10299,518,25,50,5710,155,5553,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,"STRIEGAU","BRE",119,0,53,2,0,3844,23,37,0,51,3,0,3744,0,1008,7964,156,0,104,5,0,7588,23,7588,3721,3867,2855,2945,5800,4681,2880,22,5,7586,0,0,0,0,0,0,2,0,0,0,0,0,4833,4658,148,22,5,2755,23,2732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,"WALDENBURG","BRE",82,0,100,11,0,11753,25,324,0,65,16,0,10640,60,2789,22067,406,0,165,27,0,22393,85,22393,11107,11286,8326,8536,16862,16642,5657,43,51,22348,2,2,0,0,0,0,30,11,0,0,0,0,17555,16619,842,43,51,4838,23,4815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,"GLATZ","BRE",150,0,329,21,0,4675,38,18,0,204,32,0,6087,571,1320,11541,168,0,533,53,0,10762,609,10762,5343,5419,4495,4670,9165,490,10245,1,26,9938,0,2,0,0,0,0,512,310,0,0,0,0,444,413,22,0,9,10318,77,10223,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,"NEURODE","BRE",97,0,43,19,4,5996,363,151,0,142,14,0,3464,513,1123,9826,248,0,185,33,4,9460,876,9460,4662,4798,4076,4233,8309,293,9135,30,2,9395,0,0,0,0,0,0,56,9,0,0,0,0,201,200,1,0,0,9171,50,9119,0,2,88,43,15,30,0,0,0,0,0,0,0,0,0,0,0
198,"HABELSCHWERDT","BRE",170,27,135,12,0,3681,152,15,0,186,23,0,6477,705,1251,10698,185,27,321,35,0,10158,857,10158,5094,5064,4375,4357,8732,205,9940,4,9,10141,0,0,0,0,0,0,1,16,0,0,0,0,153,146,1,1,5,10005,59,9939,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,"GRUNBERG","LIE",236,0,333,8,0,5810,55,22,0,164,4,0,3362,231,1138,9692,258,0,497,12,0,9172,286,9172,4516,4656,3561,3697,7258,7564,1580,17,11,9161,6,5,0,0,0,0,0,0,0,0,0,0,7636,7541,69,17,9,1536,23,1511,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,"FREISTADT","LIE",39,0,24,3,0,2154,8,169,0,49,9,0,6263,278,1024,8712,208,0,73,12,0,8417,286,8417,4225,4192,3604,3659,7263,7369,1022,1,25,8410,4,3,0,0,0,0,0,0,0,0,0,0,7466,7367,75,1,23,951,2,947,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,"SAGAN","LIE",236,0,81,6,0,4586,27,149,0,39,9,0,5019,243,1188,10322,385,0,120,15,0,9605,270,9595,4671,4924,3820,4080,7900,8011,1543,17,24,9580,0,10,0,0,0,0,0,1,0,0,0,4,8124,7924,163,13,24,1471,87,1380,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,"SPROTTAU","LIE",31,0,14,2,0,2890,12,201,0,9,4,0,2890,50,742,6133,232,0,23,6,0,5780,62,5780,2884,2896,2502,2478,4980,5010,757,0,13,5779,0,1,0,0,0,0,0,0,0,0,0,0,5168,5007,150,0,11,612,3,607,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,"GLOGAU","LIE",40,0,95,7,0,2500,12,858,0,167,16,2,8587,584,1506,12414,898,0,262,23,2,11087,596,11087,5505,5582,4630,4743,9373,7961,3091,11,24,11072,0,15,0,0,0,0,0,0,0,0,0,0,8077,7876,168,10,23,3010,85,2923,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,"LUBEN","LIE",105,0,33,2,0,2464,0,30,0,55,5,0,3521,126,767,6251,135,0,88,7,0,5985,126,5985,2858,3127,2537,2722,5259,5454,518,3,10,5984,0,1,0,0,0,0,0,0,0,0,0,0,5549,5454,82,3,10,436,0,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,"BUNZLAU","LIE",518,0,719,15,0,6089,57,27,0,217,1,0,3924,79,1287,10342,545,0,936,16,0,10013,136,10013,4910,5103,4425,4587,9012,8531,1452,24,6,10005,0,8,0,0,0,0,0,0,0,0,0,0,8607,8522,79,0,6,1383,9,1373,1,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0
206,"GOLDBERG-HAINAU","LIE",28,0,116,4,0,2272,0,486,8,389,12,0,5567,65,990,8173,514,8,505,16,0,7839,65,7839,3862,3977,2938,2988,5926,7350,469,0,20,7839,0,0,0,0,0,0,0,0,0,0,0,0,7470,7346,104,0,20,369,4,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,"LIEGNITZ","LIE",1528,0,205,102,0,4998,0,0,0,0,0,0,300,27,861,6614,1528,0,205,102,0,5298,27,5298,2296,3002,495,453,948,4197,990,74,37,5296,0,2,0,0,0,0,0,0,0,0,0,0,4347,4197,42,74,34,951,0,948,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,"LIEGNITZ","LIE",55,0,40,3,0,3394,3,47,0,123,8,0,4542,95,1022,8033,102,0,163,11,0,7936,98,7936,3817,4119,3794,4087,7881,7374,560,2,0,7934,2,0,0,0,0,0,0,0,0,0,0,0,7547,7342,203,2,0,389,32,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,"JAUER","LIE",96,0,86,4,0,3245,6,38,0,63,5,0,2098,20,755,5797,134,0,149,9,0,5343,26,5343,2563,2780,2057,2198,4255,3868,1457,7,11,5327,2,6,0,0,0,0,0,2,0,0,0,6,3886,3805,63,7,11,1457,63,1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,"SCHONAU","LIE",24,0,81,1,0,2747,19,14,0,10,5,0,1359,14,508,4166,38,0,91,6,0,4106,33,4106,1994,2112,1994,2112,4106,3552,537,13,4,4106,0,0,0,0,0,0,0,0,0,0,0,0,3596,3552,27,13,4,510,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,"BOLKENHAIN","LIE",64,0,77,5,0,1739,0,66,0,143,7,0,3748,81,721,5533,130,0,220,12,0,5487,81,5487,2674,2813,2617,2756,5373,4701,770,16,0,5485,0,2,0,0,0,0,0,0,0,0,0,0,4779,4694,69,16,0,708,7,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,"LANDESHUT","LIE",238,0,105,23,0,6472,6,6,0,4,2,1,1322,30,950,8276,244,0,109,25,1,7794,36,7794,3734,4060,3132,3372,6504,3684,4079,17,14,7782,0,0,0,0,0,0,0,12,0,0,0,0,3736,3429,277,17,13,3799,105,3693,0,1,0,0,0,0,0,0,0,0,0,0,259,150,109,0,0
213,"HIRSCHBERG","LIE",172,0,289,13,0,9053,32,6,2,11,0,0,1040,29,1414,11239,178,2,300,13,0,10093,61,10093,4934,5159,4109,4313,8422,8489,1560,35,9,10083,0,0,0,0,0,0,2,7,0,0,0,1,8757,8482,240,27,8,1336,7,1320,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,"LOWENBERG","LIE",202,0,5,9,0,6719,29,19,0,16,3,0,2773,65,1245,9996,221,0,21,12,0,9492,94,9492,4648,4844,4402,4435,8837,7180,2300,5,7,9491,1,0,0,0,0,0,0,0,0,0,0,0,7299,7157,130,5,7,2193,23,2170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,"LAUBAN","LIE",340,0,633,11,3,8567,5,88,0,157,4,0,2583,12,1342,11495,428,0,790,15,3,11150,17,11150,5460,5690,4879,5092,9971,10123,1018,5,4,11149,0,0,0,0,0,0,0,1,0,0,0,0,10243,10120,114,5,4,907,3,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,"GORLITZ","LIE",2031,0,168,25,17,6823,0,0,0,0,0,0,0,0,1149,8690,2031,0,168,25,17,6823,0,6823,3342,3481,285,327,612,6062,711,42,8,6822,0,0,0,0,0,0,0,1,0,0,0,0,6153,6062,44,39,8,670,0,667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,"GORLITZ","LIE",28,0,77,7,0,4009,62,160,0,113,5,0,5063,95,1231,9211,188,0,190,12,0,9072,157,9072,4455,4617,3957,4100,8057,8869,199,0,4,9008,0,7,0,0,0,57,0,0,0,0,0,0,8928,8869,55,0,4,144,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,"ROTHENBURG","LIE",14,0,1,2,0,1848,43,184,0,111,22,36,8065,448,1215,10314,198,0,112,24,36,9913,491,9913,4820,5093,4725,4996,9721,9812,100,0,1,7314,0,1,0,0,1751,847,0,0,0,0,0,0,9883,9811,71,0,1,30,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,"HOYERSWERDA","LIE",13,0,115,4,2,2923,108,12,0,51,3,0,3378,135,776,6469,25,0,166,7,2,6301,243,6301,3125,3176,2575,2625,5200,5579,721,0,1,3340,0,0,0,0,2109,852,0,0,0,0,0,0,5616,5568,47,0,1,685,11,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,"KREUZBURG","OPP",219,25,194,11,0,4881,52,38,0,274,20,4,3164,256,1084,8643,257,25,468,31,4,8045,308,8045,4056,3989,3977,3888,7865,6018,1934,3,90,1658,5424,963,0,0,0,0,0,0,0,0,0,0,5992,5327,620,3,42,1200,12,1185,0,3,0,0,0,0,0,0,0,0,0,0,853,679,129,0,45
221,"ROSENBERG","OPP",311,4,37,24,4,4928,176,13,0,51,19,0,3952,705,1168,9225,324,4,88,43,4,8880,881,8880,4430,4450,4364,4370,8734,1107,7674,0,99,632,7661,587,0,0,0,0,0,0,0,0,0,0,802,744,58,0,0,7655,282,7307,0,66,0,0,0,0,0,0,0,0,0,0,423,81,309,0,33
222,"OPPELN","OPP",575,66,918,47,3,14735,444,41,36,397,23,26,6912,534,2762,22664,616,102,1315,70,29,21647,978,21647,10869,10778,9876,9761,19637,2530,18975,0,142,4360,15594,1603,0,0,0,0,90,0,0,0,0,0,2590,2205,287,0,98,18936,295,18597,0,44,0,0,0,0,0,0,0,0,0,0,121,30,91,0,0
223,"GROSS STREHLITZ","OPP",11,7,23,17,31,6503,114,3,0,4,19,10,5641,275,1488,12801,14,7,27,36,41,12144,389,12144,5976,6168,5573,5732,11305,395,11638,0,111,1099,10471,574,0,0,0,0,0,0,0,0,0,0,249,222,25,0,2,11320,89,11184,0,47,0,0,0,0,0,0,0,0,0,0,575,84,429,0,62
224,"LUBLINITZ","OPP",38,15,141,31,6,3472,445,242,44,255,22,4,4667,996,1088,8728,280,59,396,53,10,8139,1441,8139,4107,4032,4107,4032,8139,252,7737,0,150,705,7000,434,0,0,0,0,0,0,0,0,0,0,125,85,40,0,0,7447,126,7265,0,56,0,0,0,0,0,43,0,0,0,43,524,41,432,0,51
225,"TOST-GLEIWITZ","OPP",568,30,134,19,2,8781,122,269,110,197,14,4,7662,641,2299,18415,837,140,331,33,6,16443,763,16443,8204,8239,6601,6615,13216,667,15506,12,258,3169,11325,1949,0,0,0,0,0,0,0,0,0,0,47,47,0,0,0,14051,222,13706,0,123,0,0,0,0,0,0,0,0,0,0,2345,398,1800,12,135
226,"TARNOWITZ","OPP",45,63,298,23,3,3802,166,147,27,308,19,2,4886,186,1114,9160,192,90,606,42,5,8688,352,8688,4264,4424,2584,2691,5275,373,8129,0,186,1036,6888,764,0,0,0,0,0,0,0,0,0,0,43,30,13,0,0,7220,127,7024,0,69,0,0,0,0,0,0,0,0,0,0,1425,216,1092,0,117
