kreiskey1849,county,rb,fac1849_spin_woolyarn_spindles,fac1849_spin_combyarn_spindles,fac1849_spin_cotton_spindles,fac1849_spin_flax_spindles,fac1849_spin_tow_spindles,fac1849_looms_silk_looms,fac1849_looms_cotton_looms,fac1849_looms_linen_looms,fac1849_looms_wool_looms,fac1849_looms_hosiery_looms,fac1849_looms_band_looms,fac1849_looms_others_looms,fac1849_looms_se_linen_looms,fac1849_looms_se_shag_looms,fac1849_looms_se_others_looms,fac1849_wool_cloth_looms,fac1849_wool_cloth_handlooms,fac1849_halfwool_cloth_looms,fac1849_halfwool_cloth_handlooms,fac1849_cotton_looms,fac1849_cotton_handlooms,fac1849_linen_looms,fac1849_linen_handlooms,fac1849_silk_looms,fac1849_silk_handlooms,fac1849_shawl_looms,fac1849_shawl_handlooms,fac1849_band_looms,fac1849_band_handlooms,fac1849_carpet_looms,fac1849_carpet_handlooms,fac1849_passement_looms,fac1849_passement_handlooms,fac1849_hosiery_looms,fac1849_hosiery_handlooms,fac1849_laces_looms,fac1849_laces_handlooms,fac1849_print_tables,fac1849_print_machines,mill1849_water_grindingstones,mill1849_animals_grindingstones,mill1849_steam_grindingstones,steam1849_spinnery_engines,steam1849_spinnery_horsepower,steam1849_weaving_engines,steam1849_weaving_horsepower,steam1849_fulling_engines,steam1849_fulling_horsepower,steam1849_engineworks_engines,steam1849_engineworks_horsepower,steam1849_flourmill_engines,steam1849_flourmill_horsepower,steam1849_cuttingmill_engines,steam1849_cuttingmill_horsepower,steam1849_othermills_engines,steam1849_othermills_horsepower,steam1849_mining_engines,steam1849_mining_horsepower,steam1849_shipping_engines,steam1849_shipping_horsepower,steam1849_metal_fab_engines,steam1849_metal_fab_horsepower,steam1849_railway_engines,steam1849_railway_horsepower,steam1849_others_engines,steam1849_others_horsepower,fac1849_ironworks_blast_furn,fac1849_ironworks_refining_furn,fac1849_ironworks_puddling_furn,fac1849_ironworks_welding_furn,fac1849_ironworks_cupola_furn,fac1849_ironworks_air_furn,fac1849_steel_finingforge,fac1849_steel_refiningforge,fac1849_steel_cement_furn,fac1849_steel_caststeel_furn,fac1849_glassworks_furnaces,fac1849_paper_vats,fac1849_paper_machines,occ1849_printoffice_book_press
214,"Grafschaft Wernigerode","MAG",0,0,0,0,0,0,2,115,13,0,0,0,11,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1
215,"Liebenwerda","MER",450,0,0,0,0,0,30,72,16,5,8,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
216,"Torgau","MER",720,0,0,0,0,0,11,49,8,10,2,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,10,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
217,"Schweinitz","MER",0,0,0,0,0,0,30,101,20,4,0,0,2267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
218,"Wittenberg","MER",3760,0,0,0,0,0,106,207,93,4,14,2,12,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,98,1,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
219,"Bitterfeld","MER",1560,0,0,0,0,0,248,339,67,6,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,4,4,0,0,0,0,1,20,0,0,0,0,0,0,0,0,5,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
220,"Delitsch","MER",0,0,0,0,0,0,349,95,1,34,4,30,94,0,0,0,0,0,0,160,30,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,0,120,23,56,3,6,0,0,0,0,1,12,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,5,103,0,0,0,0,0,0,0,0,0,0,0,0,0,7
221,"Saal-Kreis","MER",0,0,0,0,0,0,39,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,6,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,4,58,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0
222,"Halle","MER",0,0,0,0,0,0,0,49,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,4,0,0,0,0,0,0,5,900,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,25
223,"Seekreis Mannsfeld","MER",0,0,0,0,0,0,89,168,0,0,0,0,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
224,"Gebirgskreis Mannsfeld","MER",0,0,0,0,0,0,0,307,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,4,2,2
225,"Sangerhausen","MER",0,0,0,0,0,0,138,376,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
226,"Eckartsberga","MER",0,0,0,0,0,0,30,78,0,3,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,127,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
227,"Querfurt","MER",560,0,0,0,0,0,101,48,18,2,2,0,284,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
228,"Merseburg","MER",0,0,0,0,0,0,57,19,2,5,0,0,33,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,109,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7
229,"Weissenfels","MER",0,0,0,0,0,0,47,62,12,14,0,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
230,"Naumburg","MER",120,0,0,0,0,0,24,8,0,11,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,2,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,9
231,"Zeitz","MER",1410,0,0,0,0,0,624,1,200,4,20,90,0,0,0,0,0,0,145,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,2,0,2
232,"Nordhausen","ERF",1440,0,0,0,0,0,2816,495,54,0,2,150,457,0,33,10,69,0,0,0,3184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
233,"Worbis","ERF",0,0,0,0,0,0,2030,1774,2,1,0,208,235,0,119,0,0,0,0,0,1366,0,1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
234,"Heiligenstadt","ERF",3976,60,0,0,0,0,1157,93,552,1,0,3,156,30,8,0,0,0,414,0,1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
235,"Mühlhausen","ERF",12700,2230,0,0,0,3,1255,73,877,3,0,13,177,78,31,0,0,0,277,0,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
236,"Langensalza","ERF",404,5260,0,0,0,14,28,392,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,72,0,0,1,15,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
237,"Weissensee","ERF",210,0,0,0,0,0,1,91,4,0,0,0,172,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
238,"Erfurt","ERF",1000,2648,0,0,0,25,220,129,260,51,42,42,130,0,196,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,10,28,4,15,6,0,0,0,0,191,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5050,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,25
239,"Ziegenrück","ERF",240,0,0,0,0,0,198,28,2,59,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
240,"Schleusingen","ERF",0,0,0,0,0,0,686,51,0,3,4,0,182,54,12,0,0,0,0,36,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
241,"Tecklenburg","MUN",160,0,0,0,0,0,281,75,1,7,0,11,3539,2,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,74,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
242,"Warendorf","MUN",0,0,0,0,0,0,484,354,3,0,0,7,833,0,14,0,0,3,0,0,25,25,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
243,"Beckum","MUN",0,0,0,0,0,0,40,254,0,6,28,0,172,0,15,0,0,0,0,0,13,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
244,"Lüdinghausen","MUN",0,0,0,0,0,0,55,355,0,11,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,4,64,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
245,"Landkreis Münster","MUN",720,0,0,0,0,0,85,153,6,39,0,0,209,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,67,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,"Stadt Münster","MUN",40,0,1080,0,0,0,76,22,1,0,0,0,0,0,0,0,0,0,1,0,75,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,6,0,0,0,0,0,0,1,24,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
247,"Steinfurt","MUN",132,0,12200,0,0,22,3663,977,22,7,0,1,416,0,717,0,7,0,7,2,1294,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,3,46,6,2,1,50,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
248,"Coesfeld","MUN",0,0,0,0,0,0,1324,339,1,5,0,0,956,1,140,0,0,0,0,0,1065,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,60,1,3,0,0,0,0,0,0,1,8,1,12,0,0,0,0,0,0,0,0,1,40,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,4
249,"Ahaus","MUN",280,0,3340,0,0,1,4077,46,10,5,0,2,582,5,681,0,8,0,0,0,1401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,6,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,"Borken","MUN",0,0,7600,0,0,8,1401,233,5,5,0,0,1141,0,586,0,0,0,0,0,1259,0,32,0,8,0,0,0,0,0,0,0,0,0,0,0,0,32,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
251,"Recklinghausen","MUN",510,0,0,0,0,0,8,293,57,29,0,0,494,0,22,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,3,1,3
252,"Minden","MIN",0,0,0,0,0,0,27,20,0,1,0,31,5,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,87,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
253,"Lübbecke","MIN",0,0,0,0,0,0,2,28,0,0,0,0,4183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
254,"Herfort","MIN",0,0,0,0,2000,7,45,214,0,0,0,2,1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
255,"Halle","MIN",0,0,0,0,0,0,9,169,0,0,0,0,1535,0,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
256,"Bielefeld","MIN",0,360,12,0,0,140,0,2925,12,0,0,46,194,0,0,0,12,0,0,0,0,0,638,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,1,6,0,0,0,0,0,0,0,0,1,30,0,0,1,2,0,0,0,0,0,0,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,4,1,5
257,"Wiedenbrück","MIN",0,0,0,0,0,6,50,98,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
258,"Paderborn","MIN",0,0,0,0,0,0,16,17,0,0,0,0,1102,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
259,"Büren","MIN",0,0,0,0,0,0,0,19,0,0,0,0,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,106,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
260,"Warburg","MIN",0,0,0,0,0,0,0,5,0,0,0,0,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,73,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
261,"Höxter","MIN",0,0,0,0,0,0,44,127,0,2,0,0,126,15,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2
262,"Arnsberg","ARN",60,0,0,0,0,0,0,222,4,1,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,8
263,"Meschede","ARN",480,0,0,0,0,0,2,86,10,21,0,0,161,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
264,"Brillon","ARN",0,0,0,0,0,0,1,52,0,0,0,0,225,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
265,"Lippstadt","ARN",0,0,0,0,0,0,0,151,0,0,0,0,137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,1,0,3
266,"Soest","ARN",0,0,0,0,0,0,10,310,0,1,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,96,2,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5
267,"Hamm","ARN",0,0,0,0,0,0,5,161,0,4,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,60,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
268,"Dortmund","ARN",0,0,0,0,0,0,212,288,16,17,0,0,125,0,0,6,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,71,4,12,0,0,0,0,0,0,1,30,1,16,2,18,0,0,24,1555,0,0,14,504,24,2016,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
269,"Bochum","ARN",2100,0,0,0,0,101,16,171,96,4,45,0,90,0,0,9,87,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,2,0,0,15,1,115,2,13,2,8,0,0,1,10,0,0,2,27,0,0,0,0,18,724,0,0,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5
270,"Hagen","ARN",840,0,6162,0,0,76,62,71,108,15,930,32,16,0,0,0,97,0,0,0,163,0,629,0,0,0,0,1,408,0,0,0,0,0,0,0,0,12,3,88,1,4,2,32,1,10,0,0,7,120,1,8,0,0,2,14,14,480,0,0,4,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,4
271,"Iserlohn","ARN",480,0,0,0,0,0,11,192,15,6,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,3
272,"Altena","ARN",480,0,0,0,0,0,0,16,8,16,0,0,124,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,116,0,2,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3
273,"Olpe","ARN",100,0,0,0,0,0,0,12,0,0,0,0,157,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
274,"Siegen","ARN",960,180,0,0,0,1,1160,137,86,5,0,0,969,1,24,10,60,0,26,0,790,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,79,0,0,1,6,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
275,"Wittgenstein","ARN",240,0,0,0,0,0,101,54,171,3,0,0,37,137,2,0,0,0,153,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
276,"Wipperfurt","KOL",5450,0,8000,0,0,0,5,30,40,2,0,1,82,1,2,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,71,0,0,5,101,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1
277,"Gummersbach","KOL",970,0,0,0,0,0,4,6,0,226,22,20,286,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1
278,"Waldbroel","KOL",0,0,0,0,0,0,2,48,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,"Sieg","KOL",0,0,0,0,0,0,150,7,0,2,0,0,345,7,30,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,20,0,0,221,0,0,48,5,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,2,0,1
280,"Mühlheim","KOL",1090,0,0,0,0,972,54,12,4,8,0,0,67,2,1,0,14,0,0,0,42,0,0,0,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3
281,"Stadt Cöln","KOL",2177,0,710,0,0,140,155,2,1,29,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,16,0,14,1,1,1,1,0,0,11,8,2,1,12,4,19,0,0,1,4,1,2,2,93,1,6,1,30,0,0,22,1920,2,14,18,1176,16,145,0,0,0,0,0,0,0,0,0,0,0,0,0,46
282,"Landkreis Cöln","KOL",120,0,0,0,0,4,52,49,0,4,6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,59,3,5,0,0,1,4,0,0,3,22,1,12,3,48,0,0,0,0,0,0,1,6,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
283,"Bergheim","KOL",0,0,0,0,0,6,47,118,0,12,0,1,70,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
284,"Euskirchen","KOL",2835,300,0,0,0,0,0,0,67,0,0,0,196,9,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
285,"Rheinbach","KOL",1310,0,0,0,0,0,5,71,38,5,0,0,139,3,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
286,"Bonn","KOL",0,0,6000,0,0,0,124,157,0,23,0,0,33,0,0,0,0,0,0,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,82,3,0,1,27,1,6,1,3,0,0,0,0,0,0,1,4,1,4,0,0,0,0,9,326,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,14
