kreiskey1886,county,rb,yie1886_hec_wwh_gra,yie1886_hec_wwh_str,yie1886_hec_swh_gra,yie1886_hec_swh_str,yie1886_hec_wsp_gra,yie1886_hec_wsp_str,yie1886_hec_ssp_gra,yie1886_hec_ssp_str,yie1886_hec_wei_gra,yie1886_hec_wei_str,yie1886_hec_sei_gra,yie1886_hec_sei_str,yie1886_hec_wry_gra,yie1886_hec_wry_str,yie1886_hec_sry_gra,yie1886_hec_sry_str,yie1886_hec_wba_gra,yie1886_hec_wba_str,yie1886_hec_sba_gra,yie1886_hec_sba_str,yie1886_hec_oat_gra,yie1886_hec_oat_str,yie1886_hec_buc_gra,yie1886_hec_buc_str,yie1886_hec_pea_fru,yie1886_hec_pea_str,yie1886_hec_fbe_fru,yie1886_hec_fbe_str,yie1886_hec_vet_fru,yie1886_hec_vet_str,yie1886_hec_lup_fru,yie1886_hec_lup_str,yie1886_hec_pot_tub,yie1886_hec_pot_dis,yie1886_hec_bee_roo,yie1886_hec_car_roo,yie1886_hec_tur_roo,yie1886_hec_rut_roo,yie1886_hec_wra_gra,yie1886_hec_sra_gra,yie1886_hec_hop_con,yie1886_hec_clo_hay,yie1886_hec_luc_hay,yie1886_hec_sai_hay,yie1886_hec_oth_hay,yie1886_hec_clo_see,yie1886_hec_hay_tot,yie1886_hec_whi_hec,yie1886_tot_wwh_gra,yie1886_tot_wwh_str,yie1886_tot_swh_gra,yie1886_tot_swh_str,yie1886_tot_wsp_gra,yie1886_tot_wsp_str,yie1886_tot_ssp_gra,yie1886_tot_ssp_str,yie1886_tot_wei_gra,yie1886_tot_wei_str,yie1886_tot_sei_gra,yie1886_tot_sei_str,yie1886_tot_wry_gra,yie1886_tot_wry_str,yie1886_tot_sry_gra,yie1886_tot_sry_str,yie1886_tot_wba_gra,yie1886_tot_wba_str,yie1886_tot_sba_gra,yie1886_tot_sba_str,yie1886_tot_oat_gra,yie1886_tot_oat_str,yie1886_tot_buc_gra,yie1886_tot_buc_str,yie1886_tot_pea_fru,yie1886_tot_pea_str,yie1886_tot_fbe_fru,yie1886_tot_fbe_str,yie1886_tot_vet_fru,yie1886_tot_vet_str,yie1886_tot_lup_fru,yie1886_tot_lup_str,yie1886_tot_pot_tub,yie1886_tot_pot_dis,yie1886_tot_bee_roo,yie1886_tot_car_roo,yie1886_tot_tur_roo,yie1886_tot_rut_roo,yie1886_tot_wra_gra,yie1886_tot_sra_gra,yie1886_tot_hop_con,yie1886_tot_clo_hay,yie1886_tot_luc_hay,yie1886_tot_sai_hay,yie1886_tot_oth_hay,yie1886_tot_clo_see,yie1886_tot_hay_tot,yie1886_tot_whi_hec,_merge
168,"OHLAU","BRE",11.23,21.64,11.01,18.93,0,0,0,0,0,0,0,0,9.31,18.02,4.43,8.84,0,0,12.55,16.88,13.66,18.95,4.75,5.33,7.37,12.02,17.02,18.72,6.16,10.93,7.15,10.47,93.07,0,171.98,134.98,28.56,76,10.89,0,0,20.05,26.93,17.44,15.23,1.42,20.61,0,51714,99652,3373,5800,0,0,0,0,0,0,0,0,93653,181270,444,887,0,0,67917,91522,101495,141365,57,74,7857,12815,1503,1653,2720,6122,1792,2624,466579,6934,162332,5021,6272,251,4863,0,0,66416,6827,323,5658,853,110931,0,"matched (3)"
169,"BRIEG","BRE",10.04,21.37,9.41,18.44,0,0,0,0,0,0,0,0,8.07,16.18,4.8,11.75,0,0,10.81,14.28,12.74,17.22,2.1,3.33,5.24,8.83,15.85,17.64,6.02,10.48,8.09,11.15,85.2,0,146.45,163.71,23.22,133.25,10.11,6.25,0,21.65,25,0,20.91,1.62,22.41,0,32031,68177,8078,15866,0,0,0,0,0,0,0,0,75639,151654,246,1002,0,0,40976,54325,97913,132363,138,259,5334,8988,888,988,3947,7267,1525,2102,360604,264,61787,1703,6604,586,1128,25,0,64498,193,0,5204,926,117874,0,"matched (3)"
170,"STREHLEN","BRE",11.99,25.62,10.52,22.86,0,0,0,0,0,0,0,0,10.59,21.89,13.4,30,23,60,13.64,20.18,15.02,23.43,0,0,8.04,15.82,19.16,25.75,7.38,15.55,10.9,15.9,99.07,0,173.97,288.21,50.84,0,12.39,0,0,19.68,27.39,0,23.5,1.27,29.28,0,43026,91937,4323,9393,0,0,0,0,0,0,0,0,47395,97968,74,165,327,852,50656,74955,59167,92670,0,0,4672,9193,810,1089,1796,4261,195,285,321026,3329,113724,3056,9782,0,4652,0,0,45642,6801,0,4691,271,75443,0,"matched (3)"
171,"NIMPTSCH","BRE",14.2,27.31,13.53,24.47,0,0,0,0,0,0,0,0,12.23,24.28,0,0,18.03,20.33,14.82,19.85,16.65,22.43,0,0,9.29,16.68,14.16,17.04,8.45,15.55,0,0,100.52,0,232.35,129.8,46.76,0,12.85,0,0,25.01,30.41,15.67,19.25,1.09,27.62,0,66402,127707,5654,10226,0,0,0,0,0,0,0,0,50296,99852,0,0,1397,1576,62709,83993,56910,76666,0,0,8298,14899,944,1154,975,2012,0,0,306455,70,200309,1324,7276,0,12092,0,0,71103,15914,478,4997,135,64758,0,"matched (3)"
172,"MUNSTERBERG","BRE",11.84,20.12,11.48,16.36,0,0,0,0,0,0,0,0,11.06,20.41,0,0,0,0,13.73,15.78,14.74,18,3,4,7.49,12.11,11.99,20.32,7.62,11.88,0,14,118.23,0,199.58,179.53,43.53,120,11.69,0,0,19.83,29.13,0,22,1.44,25.58,0,46843,79601,2097,2989,0,0,0,0,0,0,0,0,49007,90437,0,0,0,0,61520,70705,44935,54873,9,20,2860,4625,1200,2034,1230,2374,0,59,294676,698,107374,3178,20285,876,7290,0,0,73276,3295,0,6692,603,43430,0,"matched (3)"
173,"FRANKENSTEIN","BRE",9.94,18.21,10.65,17.54,0,0,0,0,0,0,0,0,9.03,17.82,4.84,10.5,0,0,12.06,13.87,11.96,14.4,0,0,5.65,9.96,11.7,17.36,6.18,11.23,0,0,96.34,0,156.92,175.33,28.14,99,9.49,0,0,19.93,32.64,0,17.61,1.15,24.55,0,35096,64296,3233,5325,0,0,0,0,0,0,0,0,57978,114415,781,1867,0,0,63385,73064,52067,63121,0,0,3806,6710,422,670,818,1659,0,0,285176,1118,106094,491,4184,30,3856,0,0,80728,4472,0,4108,579,73751,0,"matched (3)"
174,"REICHENBACH","BRE",13,24.57,11.21,18.6,0,0,0,0,0,0,0,0,10.65,20.1,8.01,14.23,0,0,14.37,16.38,14.76,17.88,0,0,6.55,13.99,15.92,21.56,7.58,14.55,7.2,32,87.45,0,177.66,40,42.54,48.1,9.11,0,0,19.67,28.63,0,18.27,1.31,25.17,0,35585,67255,4939,8195,0,0,0,0,0,0,0,0,45763,86370,394,700,0,0,39854,45466,57692,69922,0,0,1265,2701,1403,1899,1052,2981,42,186,227038,560,116012,120,2153,149,5018,0,0,41866,2880,0,6488,171,74803,0,"matched (3)"
175,"SCHWEIDNITZ","BRE",14.6,24.72,13.25,19.28,0,0,0,0,0,0,0,0,12.28,22.77,7.93,12.71,0,0,15.06,16.8,15.95,19.76,4,15,7.4,10.56,13.54,16.19,8.12,12.05,8.2,5.9,98.77,0,187.47,115.51,38.28,84.38,12.13,8.5,1.9,23.53,29.85,0,22.63,1.48,28.48,0,98084,166071,3611,5254,0,0,0,0,0,0,0,0,87398,162056,297,516,0,0,76925,85927,103547,128420,6,111,1834,2618,429,513,1131,2205,52,37,395584,2420,241911,1351,4919,608,14561,118,1,107304,4564,0,15300,318,113390,0,"matched (3)"
176,"STRIEGAU","BRE",14.79,27.49,13.5,35.5,0,0,0,0,0,0,0,0,13.36,25.42,9.2,15.85,0,0,15.43,18.65,17.66,22.62,0,0,8.38,13.06,19.83,17.33,8.88,12.16,0,0,96.49,0,198.05,117.49,27.44,37.8,14.25,0,0,22.38,36.78,0,27.25,1.08,29.31,0,70553,131136,293,770,0,0,0,0,0,0,0,0,47416,90218,18,311,0,0,33087,46036,63175,81038,0,0,1716,2675,508,444,530,1150,0,0,188001,2229,153073,3031,1207,30,11769,0,0,72500,4546,0,7706,280,48839,0,"matched (3)"
177,"WALDENBURG","BRE",9.56,15.65,7.6,11.85,0,0,0,0,0,0,0,0,8.16,16.37,6.11,12.44,15.3,21.45,9.24,10.94,9.37,12.85,0,0,4.82,7.63,0,0,4.75,7.25,0,0,51.24,0,80.24,0,18.07,47.91,10.36,0,0,19.41,28,0,17.21,1.74,24.71,0,3531,5781,210,327,0,0,0,0,0,0,0,0,26924,54013,2709,5584,262,367,14391,17039,36770,50713,0,0,766,1213,0,0,360,732,0,0,102367,6692,32850,0,493,858,175,0,0,52046,328,0,6041,406,94283,0,"matched (3)"
178,"GLATZ","BRE",9.76,17,9.78,16.53,0,0,0,0,0,0,0,0,7.51,14.86,3.24,7.38,0,0,10.43,12.93,9.84,13.81,0,0,5.52,8.24,11.96,15.22,8.48,13.08,0,0,66.32,0,137.1,200,20,34,11.38,0,0,19.49,36.27,29,19.01,1.08,17.14,0,12111,21095,2187,3696,0,0,0,0,0,0,0,0,45749,90523,534,1215,0,0,29494,36563,52950,74313,0,0,1509,2253,1137,1470,1466,3550,0,0,163499,5770,57870,100,1124,136,3466,0,0,74888,11567,73,6916,166,74322,0,"matched (3)"
179,"NEURODE","BRE",10.16,18.58,9.49,13.33,0,0,0,0,0,0,0,0,7.85,16.67,4.73,8.81,0,0,9.96,11.83,10.64,14.09,0,0,5.61,7.73,19.83,28.33,5.21,6.49,0,0,64,0,130.14,50,11.74,47.73,10.25,0,0,20.89,28.94,0,19.33,.95,21.31,0,6076,11111,485,681,0,0,0,0,0,0,0,0,36718,77974,772,1438,0,0,22227,26400,32172,42745,0,0,1159,1597,246,351,617,1068,0,0,103437,1990,50950,65,673,53,1386,0,0,53205,3461,0,5795,136,49122,0,"matched (3)"
180,"HABELSCHWERDT","BRE",8.34,16.69,6.15,10.12,0,0,0,0,0,0,0,0,7.02,15.09,4.15,8.55,4.83,6.67,7.47,8.99,9.38,11.35,6.55,11,4.68,6.53,6.8,9.8,4.62,7.09,5.6,9.4,47.5,0,70.17,119.55,21.06,0,8.81,0,0,14.66,15.34,15,11.42,1.09,13.92,0,7249,14507,560,922,0,0,0,0,0,0,0,0,51769,111281,1600,3297,7,10,30342,36516,71650,86800,13,64,2415,3370,201,289,3167,6484,33,55,130905,3439,19283,347,295,0,1577,0,0,81228,784,3,19775,332,99964,0,"matched (3)"
181,"GRUNBERG","LIE",8.71,17.69,7,10,0,0,0,0,0,0,0,0,5.55,12.67,5.34,14.4,4.4,6.77,7.88,11.68,7.97,12.67,2.03,3.56,3.22,6.64,3,5,4.37,13.94,6.3,12.38,68.88,0,89.49,75.07,17.78,49.71,9.94,0,3.33,15.3,30,0,11.14,2.3,14.77,3.52,8519,17303,500,714,0,0,0,0,0,0,0,0,80979,184867,1143,3118,230,353,6958,10329,17540,28003,420,792,933,1924,3,5,192,627,3164,6217,499497,5049,41812,2485,4770,4071,1370,0,8,8762,174,0,8298,77,109297,4521,"matched (3)"
182,"FREISTADT","LIE",10.04,19.37,9.75,17.13,0,0,0,0,0,0,0,0,7.87,17.72,6.76,15.63,5.28,8.83,5.42,12.06,9.5,13.94,3.78,6.99,4.64,9.2,5.35,10,6.31,10.63,6.76,11.55,84.38,0,107.18,90.74,29.86,70.94,11.5,0,0,20.03,12.53,0,17.34,1.24,19.54,5.4,20268,39102,161,283,0,0,0,0,0,0,0,0,151413,340919,1879,4345,513,858,10127,22534,31863,46755,401,881,2959,5866,18,33,483,827,4380,7554,674044,886,88145,6071,22451,5037,1551,0,0,30111,28,0,12627,55,137067,605,"matched (3)"
183,"SAGAN","LIE",10.35,17.55,8.75,13.5,0,0,0,0,0,0,0,0,7.71,14.3,5.78,10.68,4.28,5.25,8.26,10.09,7.91,10.89,3.28,5.23,6.48,10.96,0,0,6.99,13.1,5.87,9.42,66.74,0,87.43,72,18.12,55.35,12.1,0,0,19.35,0,0,8.25,2.11,15.56,2.35,8918,15121,87,134,0,0,0,0,0,0,0,0,135822,251772,1533,2832,132,162,5766,7110,27923,38682,1182,2055,1006,1701,0,0,563,1165,3638,5885,473240,1749,71946,2088,7489,5391,289,0,0,26869,0,0,13240,80,114100,80,"matched (3)"
184,"SPROTTAU","LIE",10.39,20.39,9.77,22.28,0,0,0,0,0,0,0,0,7.64,17.82,5,13.1,4.5,10,8.05,11.11,10.02,15.77,4.4,7.01,5.69,11.07,12.45,28.5,6.03,10.07,7.01,12.72,87.66,0,127.58,95.81,43.56,117.1,7.57,8,0,17.54,14.6,0,15.05,1.38,16.75,0,11293,22162,404,922,0,0,0,0,0,0,0,0,85967,200514,907,2376,72,160,5304,7326,38318,60454,290,610,1026,1996,160,368,657,1238,2969,5401,415947,5444,83846,3978,17620,5761,741,86,0,29132,61,0,8505,225,146970,0,"matched (3)"
185,"GLOGAU","LIE",11.05,21.18,11.91,22.7,0,0,0,0,0,0,0,0,9.13,19.23,5.99,13.99,5.02,6.5,10.29,14.88,11.85,17.33,2.8,3.51,4.2,8.65,14.05,25.88,6.47,12.91,7.34,14.82,97.09,0,143.34,115.03,47.34,86.49,13.85,0,0,19.62,28.72,0,16.56,1.5,20.71,0,58019,111208,2231,4252,0,0,0,0,0,0,0,0,173233,364870,1090,2559,37,47,32945,47704,67947,99498,93,144,2711,5583,344,634,2400,5116,5967,12505,814090,126,237471,34279,38099,23854,8550,0,0,68825,2234,0,27284,195,202854,0,"matched (3)"
186,"LUBEN","LIE",10.5,21.67,10.33,18.05,0,0,0,0,0,0,0,0,7.71,17.17,5.31,12.8,0,0,9.82,12.59,11.01,15.96,5.29,14.16,5.55,10.68,15.6,21.42,9.28,14.34,6.81,13.3,92.79,0,141.74,81.86,17.22,63.94,9.8,0,0,19.58,35.3,12,15.31,1.59,19.9,0,13228,27300,422,738,0,0,0,0,0,0,0,0,85252,189854,2226,5597,0,0,11069,14217,36713,53251,287,1024,1520,2925,257,353,826,1739,4854,10252,461148,696,88602,6221,9929,1567,3175,0,0,39232,2086,18,11161,449,142633,0,"matched (3)"
187,"BUNZLAU","LIE",11.11,22.26,11.38,19.94,0,0,0,0,0,0,0,0,8.47,18.78,4.85,10.96,3.1,10.7,10.4,13.7,10.96,16.77,3.12,5.35,7.11,13.53,0,0,7.68,19.51,4.92,9.13,82.61,0,117.61,74.78,37.35,73.59,8.03,3.5,0,25.25,0,0,17.53,.96,24.79,0,16755,33570,1284,2249,0,0,0,0,0,0,0,0,118465,282665,1208,2730,41,140,21235,28000,73365,112391,411,704,629,1197,0,0,407,1522,972,1922,524978,2305,97534,1443,23572,4629,1803,48,0,109181,0,0,11556,294,160158,0,"matched (3)"
188,"GOLDBERG-HAINAU","LIE",13.86,27.16,12.44,23.84,0,0,0,0,0,0,0,0,12.27,23.55,11.11,16.77,8.87,11.52,16.75,19.38,16.17,22.12,11.5,18,9.86,15.78,11.2,27.42,10.41,17.85,12.95,11.48,111.31,0,205.93,146.36,62.01,129.16,11.3,6,0,23.31,34.09,0,24.65,1.4,28.81,0,69681,136547,4284,8210,0,0,0,0,0,0,0,0,133607,256434,486,733,123,158,38877,44981,130194,178179,33,223,2614,4183,157,411,1944,4782,592,799,520548,4464,229797,4727,26484,11030,8102,46,0,148336,2056,0,15613,1513,139864,0,"matched (3)"
189,"LIEGNITZ","LIE",13.32,21.54,0,0,0,0,0,0,0,0,0,0,9.99,17.62,0,0,0,0,11.75,8.81,15.67,13.71,0,0,0,0,0,0,0,0,19.58,7.83,78.33,0,127.29,82.25,39.17,13.17,0,0,0,29.37,0,0,0,0,37.21,0,368,595,0,0,0,0,0,0,0,0,0,0,1343,2368,0,0,0,0,300,225,1854,1622,0,0,0,0,0,0,0,0,10,4,10042,204,9050,2534,1293,231,0,0,0,519,0,0,0,0,13790,0,"matched (3)"
190,"LIEGNITZ","LIE",13.82,24.01,12.98,22.62,0,0,0,0,0,0,0,0,12.04,25.08,6.2,9.02,14.01,19,13.4,17.1,13.08,18.05,0,0,7.96,11.51,13.4,14.4,9.03,15.06,7.08,11.2,100.9,0,224.01,100.52,51.11,81.23,12.99,0,0,26.8,38.92,0,25.11,1.42,28.78,0,103209,179309,2850,4967,0,0,0,0,0,0,0,0,117979,245756,236,344,140,190,50443,64542,89581,123946,0,0,4010,5799,702,755,1703,3410,1105,1900,569056,7668,324927,22024,27681,1088,12286,0,0,133263,8278,0,18845,1149,128255,0,"matched (3)"
191,"JAUER","LIE",12.71,21.59,11.77,18.08,0,0,0,0,0,0,0,0,10.73,19.81,8.6,14.02,0,0,13.4,14.61,14.41,17.55,0,0,6.4,10.4,17.5,16.67,9,14.44,0,0,95.65,0,193.52,108.61,37.59,0,11.34,0,5,22.91,34.77,31.3,15.5,1.37,27.09,0,51101,86803,1369,2102,0,0,0,0,0,0,0,0,41160,75991,298,486,0,0,34597,37722,51083,62215,0,0,1199,1948,387,368,1158,2137,0,0,170400,2831,136528,1140,5221,0,6129,0,14,73234,3512,110,4281,643,54833,0,"matched (3)"
192,"SCHONAU","LIE",8.69,16.14,8.31,13.4,0,0,0,0,0,0,0,0,6.89,14.5,4.7,9.11,0,0,9.28,11.16,9.4,12.52,0,5,5.53,8.55,15.36,22.92,7.46,8.87,0,0,57.79,0,108.59,142.33,19.86,41.33,7.47,0,0,14.98,17.77,0,14.7,1.79,21.22,0,7165,13307,1713,2762,0,0,0,0,0,0,0,0,27528,57933,1325,2569,0,0,14208,17086,40250,53632,0,30,827,1279,289,458,957,1433,0,0,98295,3519,37496,128,788,194,908,0,0,40955,288,0,3061,633,94325,0,"matched (3)"
193,"BOLKENHAIN","LIE",12.69,20.35,11.96,20.43,0,0,0,0,0,0,0,0,10.65,20.39,5.97,11,15.46,22.3,12.65,15.34,12.73,16.84,8,13.9,4.69,7.24,6.05,15,8.23,11.05,8,16,82.86,0,126.69,80.76,41.19,22.78,9.44,0,0,20.96,25.48,0,18.83,1.39,23.41,0,23936,38384,1543,2635,0,0,0,0,0,0,0,0,41869,80161,1304,2404,363,524,30134,36541,52077,68891,48,83,1113,1719,45,111,811,1338,32,64,170667,7027,70465,751,2022,779,2340,0,0,61459,4059,0,12034,708,93502,0,"matched (3)"
194,"LANDESHUT","LIE",9,15.38,8.15,18.27,0,0,0,0,0,0,0,0,9.59,14.77,9.13,10.9,0,0,10.48,11.05,9.02,9.88,0,0,9.23,9.9,0,0,8.78,11.93,0,0,54.11,0,61.48,0,0,38,7.9,0,0,13.96,13.5,0,13.4,1.4,16.45,0,2117,3617,186,417,0,0,0,0,0,0,0,0,32324,49784,4151,4956,0,0,14854,15662,46305,50720,0,0,898,963,0,0,1085,3479,0,0,84850,6071,13427,0,0,190,493,0,0,38331,11,0,11135,1107,106297,0,"matched (3)"
195,"HIRSCHBERG","LIE",10.7,19.7,7.49,11.92,0,0,0,0,0,0,0,0,8.64,17.48,6.28,11.27,0,0,10.55,12.75,10.52,15.8,0,0,5.81,7.89,0,0,9.54,12.97,0,0,65.15,0,123.94,0,28.4,79.7,9.13,0,0,17.01,0,0,17.84,1.53,22.73,0,6514,11993,553,880,0,0,0,0,0,0,0,0,36630,74108,3055,5482,0,0,10724,12960,50759,76328,0,0,439,596,0,0,692,1134,0,0,185423,10320,28705,0,469,582,437,0,0,56135,0,0,15061,684,147113,0,"matched (3)"
196,"LOWENBERG","LIE",9.24,19.43,7.91,14.23,0,0,0,0,0,0,0,0,8.73,18.94,6.12,12.26,7,12,9.82,12.56,11.31,16.15,0,12,4.63,6.85,6.48,13.25,5.94,8.19,0,0,75.74,0,113.61,147.6,24.27,84.04,8.91,0,0,18.29,26.5,0,17.09,1.12,26.96,0,17510,36820,2936,5282,0,0,0,0,0,0,0,0,83134,180362,5766,11551,7,12,22786,29144,102481,146337,0,6,995,1473,91,186,2141,3720,0,0,387637,11884,85730,46,3211,3437,1325,0,0,109928,101,0,10245,646,199849,0,"matched (3)"
197,"LAUBAN","LIE",10.53,21.67,8.79,15.13,0,0,0,0,0,0,0,0,10.9,21.74,7.05,13.62,0,0,12.52,13.53,13.11,17.16,0,0,7.41,11.69,23,30,8.47,12.04,0,0,96.77,0,144.63,20,26.58,63.6,8,0,0,28.41,0,0,22.42,1.48,30.62,0,18213,37480,2787,4798,0,0,0,0,0,0,0,0,85392,170313,2573,4971,0,0,16231,17609,94456,123636,0,0,471,743,423,552,1621,2810,0,0,411011,6038,96396,314,7347,4725,1760,0,0,103355,0,0,6305,382,241825,0,"matched (3)"
198,"GORLITZ","LIE",9.4,27.42,11.65,27.42,0,0,0,0,0,0,0,0,8.81,19.58,0,0,10.97,11.75,0,0,11.75,17.62,0,0,0,0,0,0,0,0,0,0,156.66,0,313.33,29.37,0,195.83,0,0,0,29.37,0,0,0,0,39.17,0,341,995,29,69,0,0,0,0,0,0,0,0,3163,7029,0,0,205,220,0,0,2416,3623,0,0,0,0,0,0,0,0,0,0,26585,0,8491,76,0,255,0,0,0,3548,0,0,0,0,10572,0,"matched (3)"
199,"GORLITZ","LIE",13.86,27.08,11.94,17.38,0,0,0,0,0,0,0,0,11.64,23.8,7.05,12.25,0,0,14.4,15.76,14.75,19.98,2.5,3.78,8.21,11.3,10.55,20,8.96,18.68,8.39,11.06,102.35,0,159.67,75.19,37.49,93.64,9.57,0,0,29.08,0,0,23.92,1.44,30.4,0,24261,47401,2909,4356,0,0,0,0,0,0,0,0,161683,330589,828,1470,0,0,12892,14189,98756,134383,330,610,175,241,53,100,538,1347,452,596,514309,4043,128726,1451,54207,4757,811,0,0,126137,0,0,15400,208,312673,0,"matched (3)"
200,"ROTHENBURG","LIE",10.58,22.02,5.2,9.6,0,0,0,0,0,0,0,0,6.82,14.16,5.79,11.86,0,0,7.68,9.3,8.82,11.29,3.07,5.34,18,22,17.9,26.8,10.73,27.33,6.13,12.62,62.77,0,70.36,66.11,21.35,43.06,6,0,0,17.57,26.5,0,12.7,1.35,17.51,0,4854,10103,88,162,0,0,0,0,0,0,0,0,93736,194619,2872,5996,0,0,4604,5585,28423,36788,2481,4891,34,42,152,228,94,241,2612,5632,387002,3917,23212,1977,13436,3811,151,0,0,27181,66,0,27403,54,144429,0,"matched (3)"
201,"HOYERSWERDA","LIE",6.75,10.27,5,8.22,0,0,0,0,0,0,0,0,6.44,11.49,5.17,12.31,0,0,4.98,5.72,7.46,9.3,3.44,5.06,0,0,0,0,0,13.5,7.1,11.54,41.16,0,35.51,22.47,18.61,32.91,1.5,0,0,19.45,0,0,16.69,2.03,16.31,0,3137,4773,19,30,0,0,0,0,0,0,0,0,73592,131300,486,1157,0,0,1054,1281,11650,14835,4283,6314,0,0,0,0,0,69,1108,1800,147670,650,7464,1539,7022,4114,9,0,0,6035,0,0,22568,25,136229,0,"matched (3)"
202,"KREUZBURG","OPP",11,22.74,8.27,20.35,0,0,0,0,0,0,0,0,8.11,16.86,18,35,0,0,11.66,15.62,12.52,18.39,2.02,6.05,4.62,9.57,15,22,7.89,15.41,8.14,14.27,96.25,0,123.03,146.92,34.5,71.97,10.92,0,0,20.12,73,0,22.34,1.05,21.03,0,19260,39815,389,956,0,0,0,0,0,0,0,0,91747,190734,185,361,0,0,30901,41396,72159,105991,41,157,436,903,30,44,1423,5070,5462,10132,608348,1213,32086,13355,2912,5722,2574,0,0,62471,394,0,14637,812,107932,0,"matched (3)"
203,"ROSENBERG","OPP",9.29,16.09,0,0,0,0,0,0,0,0,0,0,6.51,13.44,3.69,8.21,0,0,6.8,9.31,8.48,12.37,2.59,4.66,4.33,9.36,0,0,8.47,19.73,5.82,10.7,70.41,0,77.03,123.23,19,42.86,13.57,0,0,16.88,0,0,17.14,1.23,18.15,0,5711,9891,0,0,0,0,0,0,0,0,0,0,83014,171383,555,1236,0,0,9354,12807,48085,70143,700,1264,454,981,0,0,600,2750,6413,12310,606969,141,12132,10327,851,2452,877,0,0,25830,0,0,16470,173,104450,0,"matched (3)"
204,"OPPELN","OPP",7.75,16.17,9.24,16.43,0,0,0,0,0,0,0,0,5.8,11.95,4.17,8.37,6.5,6.5,7.87,10.62,9.27,13.86,2.47,3.84,5.24,8.97,11.5,17.66,5.6,7.83,6.17,7.47,57.29,0,75.69,94.04,25.04,40.84,11.03,0,5.3,18.78,16.5,18.16,15.21,1.4,17.85,0,17050,35574,2191,3896,0,0,0,0,0,0,0,0,121744,250834,544,1092,1110,1110,30971,41915,71935,107620,4570,7157,554,949,357,547,1960,3438,7588,9428,683487,5271,37913,9272,4417,1074,1378,0,13,42578,304,775,11678,345,187928,0,"matched (3)"
205,"GROSS STREHLITZ","OPP",9.71,20.99,9.55,23.28,0,0,0,0,0,0,0,0,8.33,17.44,6.79,15.43,10.5,13.05,9.97,13.92,10.27,15.15,4.17,5.32,5.58,8.69,10.37,9.67,7.24,16.96,7.77,11.8,80.43,0,120.6,209.64,39.83,46.18,11.45,0,0,21.07,30,17.86,15.49,1.29,20.43,0,18901,40859,556,1355,0,0,0,0,0,0,0,0,118510,248117,461,1125,37,46,34221,48920,48052,71188,1371,1770,1365,2126,73,68,1180,4084,2509,3881,828373,15732,34323,10293,2573,379,5519,0,0,74687,1857,7498,5500,481,82823,0,"matched (3)"
206,"LUBLINITZ","OPP",7.87,18.06,8.28,16.6,0,0,4,11,0,0,0,0,7.03,15.31,4.76,10.47,0,0,7.95,12.4,8.71,13.58,3.37,5.97,4.41,8.37,9,20,8.77,16.13,6.64,11.87,74.1,0,101.88,150,17.5,50,9.26,0,0,20.77,26,18,16.8,1.77,15.4,0,7309,16772,385,772,0,0,44,121,0,0,0,0,62534,136187,2590,5697,0,0,12787,19994,49029,76496,736,1345,418,793,5,12,956,3057,3261,5936,568888,2379,29189,4950,201,5845,910,0,0,32879,328,432,16573,454,124025,0,"matched (3)"
207,"TOST-GLEIWITZ","OPP",9.64,20.63,7.2,13.3,0,0,0,0,0,0,0,0,7.76,17.5,5.41,11.49,4,5.5,9.17,13.17,10.05,15.55,3.57,6.07,5.43,8.78,12.25,10.5,8.21,17.73,7.2,10.85,73.01,0,98.9,135.27,12.67,46.18,13.36,0,0,20.78,27.25,22.5,22.83,1.16,17.82,0,19441,42040,44,81,0,0,0,0,0,0,0,0,95021,214288,968,2113,12,16,26523,37093,88258,136651,1049,1814,997,1612,27,23,1782,5166,1451,2965,741942,6315,35218,8643,489,2097,6454,0,0,74804,1755,1343,28905,228,108535,0,"matched (3)"
208,"TARNOWITZ","OPP",10.4,22.05,9.85,19,0,0,0,0,0,0,0,0,8.1,18.89,4.73,11.92,0,0,9.67,13.34,10.4,16.48,3.3,6,4.92,10.2,0,0,10.72,22.67,4.6,13,71.33,0,136.4,211.25,15,43.8,11.61,0,0,29.38,20,35,14.68,1.26,17.81,0,7741,16412,375,724,0,0,0,0,0,0,0,0,28071,65465,265,670,0,0,6990,9643,24000,38031,138,251,83,171,0,0,263,1916,158,654,272638,0,16150,1268,6,184,2006,0,0,27926,280,186,2331,49,32380,0,"matched (3)"
209,"BEUTHEN","OPP",11.05,19.81,10,22.5,0,0,0,0,0,0,0,0,10.34,19.38,4,9.8,0,0,10.11,14.71,12.29,18.44,2.7,6.43,0,0,0,0,17,37.5,0,0,76.94,0,111.67,226.67,70,0,12.45,0,0,29.08,39.5,0,23.8,1.72,22.6,0,6047,10840,289,650,0,0,0,0,0,0,0,0,21574,40436,4,10,0,0,5278,7680,20948,31431,70,167,0,0,0,0,131,1635,0,0,144086,3016,16728,2335,70,0,515,0,0,16805,233,0,4577,50,12950,0,"matched (3)"
