kreiskey1888,county,rb,edu1886_stud_mix_m,edu1886_stud_mix_f,edu1886_stud_mix_tot,edu1886_stud_pro,edu1886_stud_cat,edu1886_stud_ocr,edu1886_stud_jew,edu1886_con_pro,edu1886_con_cat,edu1886_con_jew,edu1886_rel_emp_m_pro,edu1886_rel_emp_m_cat,edu1886_rel_emp_m_ocr,edu1886_rel_emp_m_jew,edu1886_rel_emp_f_pro,edu1886_rel_emp_f_cat,edu1886_rel_emp_f_ocr,edu1886_rel_emp_f_jew,edu1886_rel_sup_m_pro,edu1886_rel_sup_m_cat,edu1886_rel_sup_m_ocr,edu1886_rel_sup_m_jew,edu1886_rel_sup_f_pro,edu1886_rel_sup_f_cat,edu1886_rel_sup_f_ocr,edu1886_rel_sup_f_jew,edu1886_pro_sco,edu1886_pro_tea_emp,edu1886_pro_tea_sup,edu1886_pro_cla,edu1886_pro_stud_tot,edu1886_pro_stud_pro,edu1886_pro_stud_cat,edu1886_pro_stud_ocr,edu1886_pro_stud_jew,edu1886_cat_sco,edu1886_cat_tea_emp,edu1886_cat_tea_sup,edu1886_cat_cla,edu1886_cat_stud_tot,edu1886_cat_stud_pro,edu1886_cat_stud_cat,edu1886_cat_stud_ocr,edu1886_cat_stud_jew,edu1886_ocr_sco,edu1886_ocr_tea_emp,edu1886_ocr_tea_sup,edu1886_ocr_cla,edu1886_ocr_stud_tot,edu1886_ocr_stud_pro,edu1886_ocr_stud_cat,edu1886_ocr_stud_ocr,edu1886_ocr_stud_jew,edu1886_jew_sco,edu1886_jew_tea_emp,edu1886_jew_tea_sup,edu1886_jew_cla,edu1886_jew_stud_tot,edu1886_jew_stud_pro,edu1886_jew_stud_cat,edu1886_jew_stud_ocr,edu1886_jew_stud_jew,edu1886_mix_sco,edu1886_mix_tea_emp_tot,edu1886_mix_tea_emp_pro,edu1886_mix_tea_emp_cat,edu1886_mix_tea_emp_ocr,edu1886_mix_tea_emp_jew,edu1886_mix_tea_sup,edu1886_mix_cla,edu1886_mix_stud_tot,edu1886_mix_stud_pro,edu1886_mix_stud_cat,edu1886_mix_stud_ocr,edu1886_mix_stud_jew
483,"KREFELD","DUS",7700,7778,15478,2988,12307,0,183,0,0,0,36,126,0,2,6,51,0,0,0,0,0,0,0,0,0,0,5,29,0,30,2011,1990,21,0,0,25,162,0,164,11322,5,11314,0,3,0,0,0,0,0,0,0,0,0,1,2,0,3,173,0,0,0,173,4,28,13,15,0,0,0,28,1972,993,972,0,7
484,"KREFELD","DUS",1122,1074,2196,124,5725,3,55,1,0,0,2,46,0,0,0,32,0,0,0,0,0,0,0,0,0,0,1,2,0,2,103,87,4,0,12,22,78,0,79,5804,37,5721,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,"DUISBURG","DUS",3348,3453,6801,4364,4909,0,36,0,0,0,59,57,0,1,2,8,0,0,0,0,0,0,1,0,0,0,10,57,1,57,4072,4036,0,0,36,10,64,0,64,4832,0,4832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,1,0,1,0,6,405,328,77,0,0
486,"MULHEIM","DUS",7368,7269,14637,10421,7107,59,123,6,0,0,107,56,0,1,12,26,0,0,0,0,0,0,0,1,0,0,34,114,0,127,10154,9992,70,59,33,21,81,1,88,6990,0,6980,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,1,0,1,0,7,566,429,57,0,80
487,"RUHRORT","DUS",5289,5109,10398,8268,5887,11,83,13,4,2,94,43,0,2,4,23,0,0,0,0,0,0,0,0,0,0,46,98,0,113,8396,8260,113,11,12,19,66,0,70,5784,8,5774,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,69,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0
488,"ESSEN","DUS",1854,1757,3611,4080,7454,102,112,0,0,3,57,49,0,3,0,46,0,0,0,0,0,0,0,0,0,0,7,56,0,55,4182,4080,0,102,0,9,96,0,96,7454,0,7454,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,112,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0
489,"ESSEN","DUS",8392,8238,16630,7582,21623,56,51,2,1,1,75,147,0,1,16,109,0,0,0,0,0,0,0,2,0,0,34,91,0,101,7651,7562,17,56,16,52,256,2,270,21637,20,21606,0,11,0,0,0,0,0,0,0,0,0,1,1,0,1,24,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
490,"MORS","DUS",5181,4859,10040,6108,5889,32,91,16,4,0,76,51,0,0,3,26,0,0,0,0,0,0,0,0,0,0,44,79,0,88,6180,6030,63,32,55,40,77,0,83,5940,78,5826,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,"GELDERN","DUS",2020,2033,4053,450,8732,0,24,4,4,1,6,58,0,1,0,51,0,0,0,0,0,0,0,0,0,0,5,6,0,7,400,394,0,0,6,36,109,0,117,8792,56,8732,0,4,0,0,0,0,0,0,0,0,0,1,1,0,1,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
492,"KEMPEN","DUS",2676,2595,5271,575,15182,0,81,6,0,0,9,110,0,1,1,85,0,0,3,0,0,0,0,0,0,0,6,9,0,9,401,387,1,0,13,51,194,2,205,15309,95,15173,0,41,0,0,0,0,0,0,0,0,0,1,1,0,1,15,0,0,0,15,1,2,1,1,0,0,1,3,113,93,8,0,12
493,"DUSSELDORF","DUS",2625,2545,5170,3257,13487,0,55,0,0,0,31,109,0,0,15,86,0,0,0,0,0,0,0,0,0,0,6,45,0,45,3144,3098,5,0,41,18,192,0,192,13352,24,13317,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,3,0,0,0,4,303,135,165,0,3
494,"DUSSELDORF","DUS",3786,3809,7595,2577,8170,4,45,13,4,1,27,73,0,1,9,34,0,0,1,2,0,0,0,0,0,0,18,32,2,32,2197,2116,67,4,10,38,102,1,105,7823,124,7685,0,14,0,0,0,0,0,0,0,0,0,1,1,0,1,21,0,0,0,21,3,9,4,5,0,0,0,9,755,337,418,0,0
495,"ELBERFELD","DUS",6215,6499,12714,13145,4564,0,82,0,0,0,189,62,0,0,13,4,0,0,0,0,0,0,0,0,0,0,25,200,0,198,13206,13092,36,0,78,8,65,0,65,4509,0,4506,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,3,76,53,22,0,1
496,"BARMEN","DUS",9178,9168,18346,15341,2828,302,15,5,0,0,173,29,0,0,36,8,0,0,0,1,0,0,1,0,0,0,34,209,1,212,15676,15341,18,302,15,6,37,1,37,2810,0,2810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,"METTMANN","DUS",5565,5415,10980,9146,3120,68,26,11,1,0,104,27,0,0,13,8,0,0,0,0,0,0,0,0,0,0,47,117,0,123,9403,9141,168,68,26,15,35,0,39,2957,5,2952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,"REMSCHEID","DUS",2601,2603,5204,6045,750,1,0,4,1,0,58,6,0,0,20,2,0,0,0,0,0,0,0,0,0,0,17,78,0,79,6115,6045,69,1,0,1,8,0,8,681,0,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,"LENNEP","DUS",5808,5676,11484,10039,2148,80,4,10,4,0,121,20,0,0,10,1,0,0,0,0,0,0,0,0,0,0,60,127,0,138,10248,9731,440,73,4,9,19,0,22,1533,5,1528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,2,0,0,0,6,490,303,180,7,0
500,"SOLINGEN","DUS",9182,8675,17857,14904,7233,73,55,8,1,0,160,65,0,0,24,25,0,0,0,0,0,0,0,0,0,0,50,132,0,146,10898,10679,152,56,11,27,72,0,80,6026,62,5949,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,70,52,18,0,0,0,72,5341,4163,1132,17,29
501,"NEUSS","DUS",2092,2097,4189,235,8908,1,106,1,1,1,2,62,0,1,1,55,0,0,0,0,0,0,0,0,0,0,1,3,0,3,210,209,0,1,0,38,117,0,123,8977,26,8908,0,43,0,0,0,0,0,0,0,0,0,1,1,0,1,63,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0
502,"GREVENBROICH","DUS",3076,2970,6046,1103,6487,3,155,4,1,0,17,60,0,0,3,29,0,0,0,1,0,0,0,0,0,0,13,20,0,20,1176,1063,12,3,98,42,89,1,92,6572,40,6475,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,"MUNCHEN GLADBACH","DUS",982,997,1979,1288,6521,0,75,0,0,1,13,37,0,2,4,39,0,0,0,0,0,0,0,0,0,0,4,17,0,18,1288,1287,0,0,1,11,76,0,82,6523,1,6521,0,1,0,0,0,0,0,0,0,0,0,1,2,0,2,73,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
504,"GLADBACH","DUS",4512,4558,9070,3348,12681,0,121,3,3,1,44,105,0,2,0,59,0,0,0,0,0,0,0,0,0,0,15,44,0,48,3336,3316,0,0,20,50,164,0,170,12757,32,12681,0,44,0,0,0,0,0,0,0,0,0,2,2,0,2,57,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0
505,"WIPPERFURTH","KOL",1988,1934,3922,398,4536,0,0,2,0,0,5,40,0,0,0,19,0,0,0,0,0,0,0,0,0,0,4,5,0,5,360,346,14,0,0,28,59,0,60,4574,52,4522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,"WALDBROL","KOL",2415,2331,4746,3000,1738,0,8,1,3,0,34,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,34,0,37,3038,2994,36,0,8,15,22,0,22,1708,6,1702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,"GUMMERSBACH","KOL",2941,2860,5801,5206,541,37,17,8,1,0,72,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,48,72,1,75,5431,5204,173,37,17,4,5,0,5,370,2,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,"SIEGKREIS","KOL",6058,6026,12084,1692,14653,4,112,3,2,1,21,135,0,1,0,52,0,0,0,2,0,0,0,0,0,0,14,19,2,20,1442,1385,44,4,9,82,186,0,194,14763,114,14589,0,60,0,0,0,0,0,0,0,0,0,1,1,0,1,43,0,0,0,43,1,3,2,1,0,0,0,3,213,193,20,0,0
509,"MULHEIM","KOL",4657,4457,9114,1469,12685,30,50,1,1,0,18,111,0,0,4,66,0,0,0,0,0,0,0,0,0,0,6,22,0,22,1447,1386,0,30,31,54,177,0,179,12787,83,12685,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,"KOLN","KOL",1116,1046,2162,2378,18197,7,535,0,0,1,38,146,0,3,1,154,0,3,0,0,0,0,0,0,0,0,6,34,0,34,2088,2043,17,0,28,21,295,0,296,18116,51,17956,7,102,0,0,0,0,0,0,0,0,0,1,6,0,6,392,0,0,0,392,1,10,5,5,0,0,0,10,521,284,224,0,13
511,"KOLN","KOL",4598,4486,9084,2161,24332,6,167,1,0,0,24,188,0,0,5,161,0,0,1,1,0,0,0,0,0,0,6,29,0,29,1919,1855,5,0,59,93,349,2,349,24747,306,24327,6,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,"BERGHEIM","KOL",2599,2580,5179,65,7522,5,73,1,3,0,1,67,0,1,0,41,0,0,0,0,0,0,0,0,0,0,1,1,0,1,13,13,0,0,0,56,108,0,108,7636,52,7522,5,57,0,0,0,0,0,0,0,0,0,1,1,0,1,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
513,"EUSKIRCHEN","KOL",2089,2154,4243,66,7238,0,139,0,4,1,0,68,0,1,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,109,0,109,7421,66,7238,0,117,0,0,0,0,0,0,0,0,0,1,1,0,1,22,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
514,"RHEINBACH","KOL",1978,2171,4149,30,5831,0,112,0,10,0,0,61,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,83,0,88,5973,30,5831,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,"BONN","KOL",83,80,163,555,3658,0,37,0,0,0,6,27,0,0,4,28,0,0,0,0,0,0,0,0,0,0,1,10,0,10,577,555,1,0,21,8,55,0,55,3673,0,3657,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,"BONN","KOL",2114,2045,4159,170,9349,0,150,0,3,0,1,73,0,0,0,54,0,0,0,0,0,0,0,0,0,0,1,1,0,1,60,59,0,0,1,54,127,0,130,9609,111,9349,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,"DAUN","TRI",2009,2032,4041,18,4920,0,9,0,0,0,0,68,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,80,0,81,4947,18,4920,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,"PRUM","TRI",2196,2144,4340,30,6150,0,5,0,7,0,0,81,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,98,0,98,6185,30,6150,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,"BITBURG","TRI",2369,2391,4760,15,7764,0,32,0,5,1,0,84,0,1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,120,0,120,7804,15,7764,0,25,0,0,0,0,0,0,0,0,0,1,1,0,1,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
520,"WITTLICH","TRI",1890,1929,3819,16,6468,8,87,0,4,1,0,64,0,1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,95,0,95,6553,16,6468,8,61,0,0,0,0,0,0,0,0,0,1,1,0,1,26,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
521,"BERNKASTEL","TRI",2302,2336,4638,1983,5440,18,153,18,15,1,38,52,0,2,0,36,0,0,0,0,0,0,0,0,0,0,32,37,0,37,1973,1856,67,18,32,62,87,0,87,5446,34,5332,0,80,0,0,0,0,0,0,0,0,0,2,2,0,2,38,0,0,0,38,1,2,1,1,0,0,0,2,137,93,41,0,3
522,"TRIER","TRI",329,298,627,385,3458,0,75,1,2,0,3,24,0,1,3,24,0,0,0,0,0,0,0,0,0,0,1,6,0,6,383,383,0,0,0,12,48,0,47,3464,2,3458,0,4,0,0,0,0,0,0,0,0,0,1,1,0,1,71,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0
523,"TRIER","TRI",3083,3018,6101,196,13258,4,152,3,35,1,3,122,0,1,1,58,0,0,0,0,0,0,0,0,0,0,4,4,0,4,148,129,19,0,0,147,180,0,182,13439,67,13239,4,129,0,0,0,0,0,0,0,0,0,1,1,0,1,23,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
524,"SAARBURG","TRI",1352,1217,2569,19,5356,0,56,0,22,0,0,53,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,81,0,81,5431,19,5356,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,"MERZIG","TRI",1852,1691,3543,36,7394,0,49,0,9,0,1,59,0,0,0,41,0,0,0,0,0,0,0,0,0,0,1,1,0,1,24,22,1,0,1,63,100,0,103,7455,14,7393,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,"SAARLOUIS","TRI",2839,2754,5593,234,12816,5,178,1,14,1,2,97,0,1,0,71,0,0,0,0,0,0,0,0,0,0,1,1,0,1,58,58,0,0,0,60,159,0,162,12412,89,12214,5,104,0,0,0,0,0,0,0,0,0,1,1,0,1,60,0,0,0,60,1,10,1,9,0,0,0,9,703,87,602,0,14
527,"SAARBRUCKEN","TRI",5328,4978,10306,9597,14361,43,33,8,4,0,105,121,0,0,25,54,0,0,2,6,0,0,0,0,0,0,33,109,7,110,8015,7817,155,29,14,52,157,1,159,12893,143,12745,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,39,21,18,0,0,0,39,3126,1637,1461,12,16
528,"OTTWEILER","TRI",3146,3034,6180,4718,9725,0,128,3,0,3,57,72,0,3,11,59,0,0,0,2,0,0,0,0,0,0,22,66,1,66,4688,4591,66,0,31,57,129,1,129,9541,48,9489,0,4,0,0,0,0,0,0,0,0,0,3,3,0,3,93,0,0,0,93,2,4,2,2,0,0,0,4,249,79,170,0,0
529,"SANKT WENDEL","TRI",3703,3517,7220,4165,4956,0,96,26,11,0,67,46,0,1,4,23,0,0,2,0,0,1,0,0,0,0,55,69,0,69,4241,3955,232,0,54,41,67,3,68,4719,47,4667,0,5,0,0,0,0,0,0,0,0,0,1,1,0,2,35,0,0,0,35,2,4,2,2,0,0,0,4,222,163,57,0,2
530,"ERKELENZ","AAC",2800,2734,5534,335,6174,0,17,2,5,0,6,81,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,6,0,6,304,291,5,0,8,49,90,0,91,6222,44,6169,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,"HEINSBERG","AAC",2603,2446,5049,132,6206,0,38,2,13,0,3,68,0,0,0,15,0,0,1,0,0,0,0,0,0,0,3,3,0,3,116,97,0,0,19,49,83,1,87,6260,35,6206,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,"GEILENKIRCHEN","AAC",1960,1932,3892,56,4618,0,52,1,13,0,2,51,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,2,0,2,36,22,0,0,14,33,61,0,63,4690,34,4618,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,"JULICH","AAC",3141,3143,6284,134,6844,0,103,2,25,1,3,88,0,2,1,13,0,0,0,0,0,0,0,0,0,0,3,4,0,4,122,110,0,0,12,55,101,0,104,6890,24,6844,0,22,0,0,0,0,0,0,0,0,0,2,2,0,2,69,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0
534,"DUREN","AAC",4147,3933,8080,226,13636,0,190,0,28,1,4,136,0,1,1,55,0,0,0,0,0,0,0,0,0,0,1,5,0,5,214,191,16,0,7,96,191,0,237,13785,35,13620,0,130,0,0,0,0,0,0,0,0,0,1,1,0,1,53,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0
535,"AACHEN","AAC",120,99,219,534,12677,0,88,0,0,1,4,81,0,2,4,84,0,0,0,0,0,0,0,0,0,0,2,8,0,8,534,534,0,0,0,32,165,0,171,12677,0,12677,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,88,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0
536,"AACHEN","AAC",3562,3289,6851,653,19410,0,67,2,9,1,8,145,0,1,2,88,0,0,0,0,0,0,1,1,0,0,6,10,1,10,569,547,12,0,10,80,233,1,246,19531,106,19398,0,27,0,0,0,0,0,0,0,0,0,1,1,0,1,30,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
537,"EUPEN","AAC",319,321,640,83,4148,0,0,1,1,0,2,31,0,0,0,26,0,0,0,0,0,0,0,0,0,0,2,2,0,2,74,73,1,0,0,25,57,0,57,4157,10,4147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,"MONTJOIE","AAC",1338,1314,2652,147,3281,0,0,0,3,0,3,38,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,0,3,143,143,0,0,0,27,44,0,47,3285,4,3281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,"SCHLEIDEN","AAC",3829,3744,7573,312,8117,0,53,3,15,0,7,111,0,0,0,13,0,0,0,0,0,0,0,0,0,0,6,7,0,7,305,291,0,0,14,87,124,0,133,8177,21,8117,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,"MALMEDY","AAC",2217,2207,4424,41,5484,0,4,1,1,0,1,88,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,0,1,15,15,0,0,0,77,98,0,99,5514,26,5484,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,"SIGMARINGEN","SIG",1513,1591,3104,114,3634,0,0,1,29,0,1,56,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,78,78,0,0,0,42,60,0,63,3670,36,3634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,"GAMMERTINGEN","SIG",1216,1322,2538,17,2521,0,0,0,24,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,40,0,43,2538,17,2521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,"HECHINGEN","SIG",1839,1762,3601,108,3762,0,32,1,23,0,1,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,89,89,0,0,0,27,52,0,52,3781,19,3762,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,32,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
544,"HAIGERLOCH","SIG",1080,1105,2185,38,2083,0,64,1,19,2,1,31,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,20,20,0,0,0,19,31,0,31,2101,18,2083,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,64,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0
