kreiskey1888,county,rb,edu1886_con_pro,edu1886_con_cat,edu1886_con_jew,edu1886_rel_emp_m_pro,edu1886_rel_emp_m_cat,edu1886_rel_emp_m_ocr,edu1886_rel_emp_m_jew,edu1886_rel_emp_f_pro,edu1886_rel_emp_f_cat,edu1886_rel_emp_f_ocr,edu1886_rel_emp_f_jew,edu1886_rel_sup_m_pro,edu1886_rel_sup_m_cat,edu1886_rel_sup_m_ocr,edu1886_rel_sup_m_jew,edu1886_rel_sup_f_pro,edu1886_rel_sup_f_cat,edu1886_rel_sup_f_ocr,edu1886_rel_sup_f_jew,edu1886_pro_tea_emp,edu1886_pro_tea_sup,edu1886_cat_tea_emp,edu1886_cat_tea_sup,edu1886_ocr_tea_emp,edu1886_ocr_tea_sup,edu1886_jew_tea_emp,edu1886_jew_tea_sup,edu1886_mix_tea_emp_tot,edu1886_mix_tea_emp_pro,edu1886_mix_tea_emp_cat,edu1886_mix_tea_emp_ocr,edu1886_mix_tea_emp_jew,edu1886_mix_tea_sup
363,"BREMERVORDE","STA",9,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0
364,"MEPPEN","OSN",1,10,1,2,49,0,1,0,7,0,0,0,0,0,0,0,0,0,0,2,0,56,0,0,0,1,0,0,0,0,0,0,0
365,"ASCHENDORF","OSN",1,12,0,2,40,0,1,0,10,0,0,0,0,0,0,0,0,0,0,2,0,50,0,0,0,1,0,0,0,0,0,0,0
366,"HÜMMLING","OSN",0,8,1,0,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,1,0,0,0,0,0,0,0
367,"LINGEN","OSN",8,16,0,10,51,0,0,0,12,0,0,0,1,0,0,0,0,0,0,10,0,63,1,0,0,0,0,0,0,0,0,0,0
368,"BENTHEIM","OSN",20,9,1,67,14,0,1,0,3,0,0,0,0,0,0,0,0,0,0,67,0,17,0,0,0,1,0,0,0,0,0,0,0
369,"BERSENBRUCK","OSN",22,13,0,53,41,0,0,0,3,0,0,0,0,0,0,0,0,0,0,53,0,44,0,0,0,0,0,0,0,0,0,0,0
370,"OSNABRUCK","OSN",0,0,0,25,11,0,0,12,12,0,0,0,0,0,0,0,0,0,0,37,0,23,0,0,0,0,0,0,0,0,0,0,0
371,"OSNABRUCK","OSN",10,4,0,30,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,25,0,0,0,0,0,0,0,0,0,0,0
372,"WITTLAGE","OSN",16,2,0,26,8,0,0,1,2,0,0,0,0,0,0,0,0,0,0,27,0,10,0,0,0,0,0,0,0,0,0,0,0
373,"MELLE","OSN",10,4,0,36,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,36,0,14,0,0,0,0,0,0,0,0,0,0,0
374,"IBURG","OSN",4,8,0,16,22,0,0,0,12,0,0,0,0,0,0,0,0,0,0,16,0,34,0,0,0,0,0,0,0,0,0,0,0
375,"NORDEN","AUR",13,1,3,75,1,0,3,0,0,0,0,1,0,0,0,1,0,0,0,75,2,1,0,0,0,3,0,0,0,0,0,0,0
376,"EMDEN","AUR",0,1,0,25,1,0,2,2,1,0,0,0,0,0,1,0,0,0,0,27,0,2,0,0,0,2,1,0,0,0,0,0,0
377,"EMDEN","AUR",42,0,0,50,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,50,4,0,0,0,0,0,0,0,0,0,0,0,0
378,"WITTMUND","AUR",36,0,3,100,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,3,0,0,0,0,0,0,0
379,"AURICH","AUR",26,1,1,86,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,86,1,1,0,0,0,2,0,0,0,0,0,0,0
380,"LEER","AUR",36,3,1,102,8,0,1,1,1,0,0,0,0,0,0,0,0,0,0,103,0,9,0,0,0,1,0,0,0,0,0,0,0
381,"WEENER","AUR",23,1,2,52,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,53,0,2,0,0,0,2,0,0,0,0,0,0,0
382,"TECKLENBURG","MUN",13,6,1,52,28,0,1,6,17,0,0,0,0,0,0,0,0,0,0,58,0,45,0,0,0,1,0,0,0,0,0,0,0
383,"WARENDORF","MUN",1,6,1,1,24,0,1,0,27,0,0,0,0,0,0,0,0,0,0,1,0,51,0,0,0,1,0,0,0,0,0,0,0
384,"BECKUM","MUN",3,10,2,3,50,0,3,0,40,0,0,0,0,0,0,0,0,0,0,3,0,90,0,0,0,3,0,0,0,0,0,0,0
385,"LUDINGHAUSEN","MUN",1,10,1,2,49,0,1,0,29,0,0,0,0,0,0,0,0,0,0,2,0,78,0,0,0,1,0,0,0,0,0,0,0
386,"MUNSTER","MUN",2,0,0,7,25,0,0,2,27,0,0,0,1,0,0,0,0,0,0,9,0,52,1,0,0,0,0,0,0,0,0,0,0
387,"MUNSTER","MUN",0,6,0,0,37,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0
388,"STEINFURT","MUN",2,11,1,8,51,0,2,2,33,0,0,0,0,0,0,0,0,0,0,10,0,84,0,0,0,2,0,0,0,0,0,0,0
389,"KOESFELD","MUN",0,5,2,3,55,0,2,0,28,0,0,0,0,0,0,0,0,0,0,3,0,83,0,0,0,2,0,0,0,0,0,0,0
390,"AHAUS","MUN",3,6,0,4,41,0,0,1,26,0,0,0,0,0,0,0,0,0,0,5,0,67,0,0,0,0,0,0,0,0,0,0,0
391,"BORKEN","MUN",4,6,2,5,50,0,2,0,34,0,0,0,0,0,0,0,0,0,0,5,0,84,0,0,0,2,0,0,0,0,0,0,0
392,"RECKLINGHAUSEN","MUN",4,10,0,9,82,0,0,0,58,0,0,0,0,0,0,0,2,0,0,9,0,140,2,0,0,0,0,0,0,0,0,0,0
393,"MINDEN","MIN",32,3,2,144,6,0,2,3,3,0,0,0,0,0,0,0,0,0,0,147,0,9,0,0,0,2,0,0,0,0,0,0,0
394,"LUBBECKE","MIN",22,1,3,83,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,85,0,1,0,0,0,3,0,0,0,0,0,0,0
395,"HERFORD","MIN",31,3,4,134,3,0,4,2,2,0,0,0,0,0,0,0,0,0,0,136,0,5,0,0,0,4,0,0,0,0,0,0,0
396,"HALLE","MIN",18,1,2,59,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,61,0,3,0,0,0,2,0,0,0,0,0,0,0
397,"BIELEFELD","MIN",0,2,0,68,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,69,0,8,0,0,0,0,0,0,0,0,0,0,0
398,"BIELEFELD","MIN",10,1,0,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,1,0,0,0,0,0,0,0,0,0,0,0
399,"WIEDENBRUCK","MIN",4,9,1,23,52,0,1,1,12,0,0,0,0,0,0,0,0,0,0,24,0,64,0,0,0,1,0,0,0,0,0,0,0
400,"PADERBORN","MIN",3,20,1,3,52,0,1,1,31,0,0,0,0,0,0,0,0,0,0,4,0,83,0,0,0,1,0,0,0,0,0,0,0
401,"BUREN","MIN",2,30,3,3,58,0,4,0,30,0,0,0,0,0,0,0,0,0,0,3,0,88,0,0,0,4,0,0,0,0,0,0,0
402,"WARBURG","MIN",4,34,4,5,50,0,4,0,27,0,0,0,0,0,0,0,0,0,0,5,0,77,0,0,0,4,0,0,0,0,0,0,0
403,"HOXTER","MIN",11,58,4,13,80,0,5,0,39,0,0,0,1,0,0,0,0,0,0,13,0,119,1,0,0,5,0,0,0,0,0,0,0
404,"ARNSBERG","ARN",2,22,2,3,60,0,2,1,37,0,0,0,0,0,0,0,0,0,0,4,0,97,0,0,0,2,0,0,0,0,0,0,0
405,"MESCHEDE","ARN",3,19,0,4,56,0,0,0,29,0,0,0,0,0,0,0,0,0,0,4,0,85,0,0,0,0,0,0,0,0,0,0,0
406,"BRILON","ARN",1,40,2,2,69,0,3,0,30,0,0,0,0,0,0,0,0,0,0,2,0,99,0,0,0,3,0,0,0,0,0,0,0
407,"LIPPSTADT","ARN",0,18,4,6,50,0,5,1,30,0,0,0,0,0,0,0,0,0,0,7,0,80,0,0,0,5,0,0,0,0,0,0,0
408,"SOEST","ARN",13,17,2,47,43,0,2,1,25,0,0,0,0,0,0,0,0,0,0,48,0,68,0,0,0,2,0,0,0,0,0,0,0
409,"HAMM","ARN",27,5,2,101,33,0,2,8,25,0,0,0,0,0,0,0,0,0,0,109,0,58,0,0,0,2,0,0,0,0,0,0,0
410,"DORTMUND","ARN",5,0,2,101,49,0,3,11,43,0,0,1,0,0,0,0,0,0,0,112,1,92,0,0,0,3,0,0,0,0,0,0,0
411,"DORTMUND","ARN",12,2,0,80,31,0,2,11,23,0,0,0,0,0,0,0,0,0,0,85,0,52,0,0,0,2,0,8,6,2,0,0,0
412,"HORDE","ARN",6,2,1,110,28,0,2,25,23,0,0,0,0,0,0,0,0,0,0,111,0,50,0,0,0,1,0,26,24,1,0,1,0
413,"BOCHUM","ARN",0,0,1,37,32,0,2,14,31,0,0,0,0,0,0,0,0,0,0,51,0,63,0,0,0,2,0,0,0,0,0,0,0
414,"BOCHUM","ARN",4,0,0,119,53,0,1,29,35,0,0,0,0,0,0,0,0,0,0,133,0,83,0,0,0,1,0,20,15,5,0,0,0
415,"GELSENKIRCHEN","ARN",3,0,2,73,61,0,2,21,61,0,0,0,1,0,0,0,0,0,0,94,0,122,1,0,0,2,0,0,0,0,0,0,0
416,"HATTINGEN","ARN",4,1,1,64,28,0,1,16,17,0,0,0,0,0,0,0,0,0,0,80,0,45,0,0,0,1,0,0,0,0,0,0,0
417,"HAGEN","ARN",0,0,1,42,8,1,1,11,9,0,0,0,0,0,0,0,0,0,0,54,0,17,0,0,0,1,0,0,0,0,0,0,0
418,"HAGEN","ARN",7,2,0,99,13,0,0,13,13,0,0,0,1,0,0,0,0,0,0,112,1,26,0,0,0,0,0,0,0,0,0,0,0
419,"SCHWELM","ARN",2,0,0,91,6,0,1,17,2,0,0,0,0,0,0,0,0,0,0,108,0,8,0,0,0,1,0,0,0,0,0,0,0
420,"ISERLOHN","ARN",6,0,3,85,30,0,3,0,24,0,0,0,0,0,0,0,0,0,0,85,0,54,0,0,0,3,0,0,0,0,0,0,0
421,"ALTENA","ARN",19,4,1,133,8,0,1,8,4,0,0,0,0,0,0,0,0,0,0,141,0,12,0,0,0,1,0,0,0,0,0,0,0
422,"OLPE","ARN",1,13,0,3,67,0,0,0,29,0,0,1,0,0,0,0,0,0,0,3,0,96,1,0,0,0,0,0,0,0,0,0,0
423,"SIEGEN","ARN",14,8,1,158,29,0,1,1,7,0,0,0,0,0,0,0,0,0,0,159,0,36,0,0,0,1,0,0,0,0,0,0,0
424,"WITTGENSTEIN","ARN",22,1,2,53,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,52,0,2,0,0,0,1,0,5,3,1,0,1,0
425,"KASSEL","KAS",0,0,0,105,6,0,0,19,3,0,0,0,0,0,0,0,0,0,0,124,0,9,0,0,0,0,0,0,0,0,0,0,0
426,"KASSEL","KAS",50,0,1,92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,1,0,0,0,0,0,0,0
427,"ESCHWEGE","KAS",73,1,7,104,1,0,9,0,0,0,0,0,1,0,1,2,1,0,0,104,3,1,1,0,0,9,1,0,0,0,0,0,0
428,"FRITZLAR","KAS",46,2,4,57,5,0,7,0,2,0,0,0,0,0,1,0,0,0,0,57,1,7,0,0,0,7,0,0,0,0,0,0,0
429,"HOFGEISMAR","KAS",56,0,3,80,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,4,0,0,0,0,0,0,0
430,"HOMBERG","KAS",48,0,0,59,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,3,0,0,0,0,0,0,0
431,"MELSUNGEN","KAS",63,0,4,74,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,5,0,0,0,0,0,0,0
432,"ROTENBURG","KAS",62,1,4,75,1,0,5,0,0,0,0,3,0,0,0,0,0,0,0,75,3,1,0,0,0,5,0,0,0,0,0,0,0
433,"WITZENHAUSEN","KAS",55,0,0,80,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,2,0,0,0,0,0,0,0
434,"WOLFHAGEN","KAS",34,1,2,49,6,0,4,0,1,0,0,0,0,0,0,0,0,0,0,49,0,7,0,0,0,4,0,0,0,0,0,0,0
435,"MARBURG","KAS",73,4,1,98,4,0,2,2,1,0,0,0,0,0,0,0,0,0,0,100,0,5,0,0,0,2,0,0,0,0,0,0,0
436,"FRANKENBERG","KAS",49,0,5,68,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,5,0,0,0,0,0,0,0
437,"KIRCHHAIN","KAS",29,14,2,33,22,0,4,0,3,0,0,0,0,0,0,0,0,0,0,33,0,25,0,0,0,4,0,0,0,0,0,0,0
438,"ZIEGENHAIN","KAS",67,0,3,82,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,3,0,0,0,0,0,0,0
439,"FULDA","KAS",2,40,1,6,80,0,1,1,10,0,0,0,1,0,0,0,0,0,0,7,0,90,1,0,0,1,0,0,0,0,0,0,0
440,"HERSFELD","KAS",60,0,2,85,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,3,0,0,0,0,0,0,0
441,"HUNFELD","KAS",16,24,7,18,34,0,8,0,0,0,0,0,0,0,0,0,0,0,0,18,0,34,0,0,0,8,0,0,0,0,0,0,0
442,"HANAU","KAS",0,0,0,33,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,37,7,0,0,0
443,"HANAU","KAS",43,5,3,68,9,0,5,0,1,0,0,1,0,0,1,0,0,0,0,68,2,10,0,0,0,5,0,0,0,0,0,0,0
444,"GELNHAUSEN","KAS",49,16,3,76,31,0,3,1,3,0,0,0,0,0,0,0,0,0,0,77,0,34,0,0,0,3,0,0,0,0,0,0,0
445,"SCHLUCHTERN","KAS",37,10,1,50,19,0,1,0,0,0,0,1,0,0,0,0,0,0,0,50,1,19,0,0,0,1,0,0,0,0,0,0,0
446,"SCHMALKALDEN","KAS",31,0,0,66,0,0,1,0,0,0,0,4,0,0,0,3,0,0,0,66,7,0,0,0,0,1,0,0,0,0,0,0,0
447,"SCHAUMBURG","KAS",39,2,3,83,2,0,3,4,0,0,0,2,0,0,0,0,0,0,0,87,2,2,0,0,0,3,0,0,0,0,0,0,0
448,"GERSFELD","KAS",14,21,2,26,31,0,2,0,0,0,0,0,0,0,0,0,0,0,0,26,0,31,0,0,0,2,0,0,0,0,0,0,0
449,"BIEDENKOPF","WIE",59,0,0,94,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,1,0,0,0,0,0,0,0
450,"DILLKREIS","WIE",68,0,0,91,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,84,2,0,0,0,0,0,0,10,8,2,0,0,0
451,"OBERWESTERWALDKREIS","WIE",13,5,0,54,23,0,0,0,0,0,0,0,2,0,0,0,0,0,0,48,2,19,0,0,0,0,0,10,6,4,0,0,0
452,"WESTERBURG","WIE",5,27,0,24,59,0,0,0,5,0,0,0,0,0,0,0,0,0,0,23,0,62,0,0,0,0,0,3,1,2,0,0,0
453,"UNTERWESTERWALDKREIS","WIE",10,21,0,25,71,0,0,0,14,0,0,1,0,0,0,0,0,0,0,22,1,77,0,0,0,0,0,11,3,8,0,0,0
454,"OBERLAHNKREIS","WIE",40,9,0,74,20,0,0,2,5,0,0,0,0,0,0,0,0,0,0,71,0,24,0,0,0,0,0,6,5,1,0,0,0
455,"LIMBURG","WIE",10,37,0,22,80,0,0,0,21,0,0,0,0,0,0,0,0,0,0,16,0,78,0,0,0,0,0,29,6,23,0,0,0
456,"UNTERLAHNKREIS","WIE",40,5,0,95,14,0,1,2,5,0,0,0,0,0,0,0,0,0,0,71,0,8,0,0,0,1,0,37,26,11,0,0,0
457,"SANKT GOARSHAUSEN","WIE",32,13,0,50,36,0,0,1,6,0,0,0,3,0,0,0,0,0,0,34,3,22,0,0,0,0,0,37,17,20,0,0,0
458,"RHEINGAUKREIS","WIE",0,32,0,3,51,0,0,0,21,0,0,1,1,0,0,0,0,0,0,0,0,54,2,0,0,0,0,21,3,18,0,0,0
459,"WIESBADEN","WIE",25,8,0,59,29,0,0,5,4,0,0,0,0,0,0,0,0,0,0,29,0,9,0,0,0,0,0,59,35,24,0,0,0
460,"UNTERTAUNUSKREIS","WIE",47,10,0,78,22,0,0,2,0,0,0,2,4,0,0,0,0,0,0,66,4,16,2,0,0,0,0,20,14,6,0,0,0
461,"USINGEN","WIE",26,9,0,44,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,15,0,0,0,0,0,9,5,4,0,0,0
462,"OBERTAUNUSKREIS","WIE",11,25,0,27,55,0,0,0,0,0,0,3,2,0,0,0,0,0,0,17,0,42,1,0,0,0,0,23,10,13,0,0,4
463,"HOCHST","WIE",14,13,0,28,36,0,0,0,9,0,0,1,3,0,2,0,0,0,0,13,2,20,4,0,0,0,0,40,15,25,0,0,0
464,"FRANKFURT","WIE",18,4,0,79,22,0,0,9,3,0,0,0,2,0,3,0,0,0,0,49,2,17,0,0,0,0,0,47,39,8,0,0,3
465,"WIESBADEN","WIE",0,0,0,42,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,41,23,0,0,0
466,"FRANKFURT","WIE",0,0,0,124,59,0,3,33,16,0,4,0,6,0,0,1,1,0,1,36,1,29,5,0,0,5,1,169,121,46,0,2,2
467,"KOBLENZ","KOB",0,0,0,9,24,0,0,0,20,0,0,0,0,0,0,0,0,0,0,9,0,44,0,0,0,0,0,0,0,0,0,0,0
468,"KOBLENZ","KOB",3,33,0,7,67,0,0,1,43,0,0,1,0,0,0,0,0,0,0,6,1,105,0,0,0,0,0,7,2,5,0,0,0
469,"SANKT GOAR","KOB",12,32,0,19,72,0,0,0,13,0,0,0,0,0,0,0,0,0,0,15,0,81,0,0,0,0,0,8,4,4,0,0,0
470,"KREUZNACH","KOB",54,35,0,101,70,0,0,0,11,0,0,0,1,0,0,0,0,0,0,94,1,78,0,0,0,0,0,10,7,3,0,0,0
471,"SIMMERN","KOB",42,26,0,73,49,0,0,0,1,0,0,0,1,0,0,0,0,0,0,73,1,50,0,0,0,0,0,0,0,0,0,0,0
472,"ZELL","KOB",12,23,0,25,46,0,0,1,12,0,0,0,0,0,0,0,0,0,0,21,0,56,0,0,0,0,0,7,5,2,0,0,0
473,"KOCHEM","KOB",0,42,0,0,77,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0
474,"MAYEN","KOB",2,45,1,2,97,0,1,0,43,0,0,0,0,0,0,0,0,0,0,2,0,140,0,0,0,1,0,0,0,0,0,0,0
475,"ADENAU","KOB",0,18,0,0,65,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0
476,"AHRWEILER","KOB",2,25,0,2,69,0,0,0,23,0,0,0,0,0,0,0,0,0,0,2,0,92,0,0,0,0,0,0,0,0,0,0,0
477,"NEUWIED","KOB",16,14,2,71,76,0,3,0,29,0,0,2,1,0,0,0,0,0,0,71,3,105,0,0,0,3,0,0,0,0,0,0,0
478,"ALTENKIRCHEN","KOB",14,10,0,83,65,0,0,0,4,0,0,0,0,0,0,0,0,0,0,80,0,68,0,0,0,0,0,4,3,1,0,0,0
479,"WETZLAR","KOB",80,1,0,115,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,115,0,4,0,0,0,0,0,0,0,0,0,0,0
480,"MEISENHEIM","KOB",25,5,0,32,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,5,0,0,0,1,0,0,0,0,0,0,0
481,"KLEVE","DUS",9,6,2,16,68,0,3,2,43,0,0,0,0,0,0,0,0,0,0,18,0,111,0,0,0,3,0,0,0,0,0,0,0
482,"REES","DUS",16,7,3,43,46,0,4,7,43,0,0,0,0,0,0,0,0,0,0,50,0,89,0,0,0,4,0,0,0,0,0,0,0
483,"KREFELD","DUS",0,0,0,36,126,0,2,6,51,0,0,0,0,0,0,0,0,0,0,29,0,162,0,0,0,2,0,28,13,15,0,0,0
484,"KREFELD","DUS",1,0,0,2,46,0,0,0,32,0,0,0,0,0,0,0,0,0,0,2,0,78,0,0,0,0,0,0,0,0,0,0,0
485,"DUISBURG","DUS",0,0,0,59,57,0,1,2,8,0,0,0,0,0,0,1,0,0,0,57,1,64,0,0,0,0,0,6,4,1,0,1,0
486,"MULHEIM","DUS",6,0,0,107,56,0,1,12,26,0,0,0,0,0,0,0,1,0,0,114,0,81,1,0,0,0,0,7,5,1,0,1,0
487,"RUHRORT","DUS",13,4,2,94,43,0,2,4,23,0,0,0,0,0,0,0,0,0,0,98,0,66,0,0,0,2,0,0,0,0,0,0,0
488,"ESSEN","DUS",0,0,3,57,49,0,3,0,46,0,0,0,0,0,0,0,0,0,0,56,0,96,0,0,0,3,0,0,0,0,0,0,0
489,"ESSEN","DUS",2,1,1,75,147,0,1,16,109,0,0,0,0,0,0,0,2,0,0,91,0,256,2,0,0,1,0,0,0,0,0,0,0
490,"MORS","DUS",16,4,0,76,51,0,0,3,26,0,0,0,0,0,0,0,0,0,0,79,0,77,0,0,0,0,0,0,0,0,0,0,0
491,"GELDERN","DUS",4,4,1,6,58,0,1,0,51,0,0,0,0,0,0,0,0,0,0,6,0,109,0,0,0,1,0,0,0,0,0,0,0
492,"KEMPEN","DUS",6,0,0,9,110,0,1,1,85,0,0,3,0,0,0,0,0,0,0,9,0,194,2,0,0,1,0,2,1,1,0,0,1
493,"DUSSELDORF","DUS",0,0,0,31,109,0,0,15,86,0,0,0,0,0,0,0,0,0,0,45,0,192,0,0,0,0,0,4,1,3,0,0,0
494,"DUSSELDORF","DUS",13,4,1,27,73,0,1,9,34,0,0,1,2,0,0,0,0,0,0,32,2,102,1,0,0,1,0,9,4,5,0,0,0
495,"ELBERFELD","DUS",0,0,0,189,62,0,0,13,4,0,0,0,0,0,0,0,0,0,0,200,0,65,0,0,0,0,0,3,2,1,0,0,0
496,"BARMEN","DUS",5,0,0,173,29,0,0,36,8,0,0,0,1,0,0,1,0,0,0,209,1,37,1,0,0,0,0,0,0,0,0,0,0
497,"METTMANN","DUS",11,1,0,104,27,0,0,13,8,0,0,0,0,0,0,0,0,0,0,117,0,35,0,0,0,0,0,0,0,0,0,0,0
498,"REMSCHEID","DUS",4,1,0,58,6,0,0,20,2,0,0,0,0,0,0,0,0,0,0,78,0,8,0,0,0,0,0,0,0,0,0,0,0
499,"LENNEP","DUS",10,4,0,121,20,0,0,10,1,0,0,0,0,0,0,0,0,0,0,127,0,19,0,0,0,0,0,6,4,2,0,0,0
500,"SOLINGEN","DUS",8,1,0,160,65,0,0,24,25,0,0,0,0,0,0,0,0,0,0,132,0,72,0,0,0,0,0,70,52,18,0,0,0
501,"NEUSS","DUS",1,1,1,2,62,0,1,1,55,0,0,0,0,0,0,0,0,0,0,3,0,117,0,0,0,1,0,0,0,0,0,0,0
502,"GREVENBROICH","DUS",4,1,0,17,60,0,0,3,29,0,0,0,1,0,0,0,0,0,0,20,0,89,1,0,0,0,0,0,0,0,0,0,0
503,"MUNCHEN GLADBACH","DUS",0,0,1,13,37,0,2,4,39,0,0,0,0,0,0,0,0,0,0,17,0,76,0,0,0,2,0,0,0,0,0,0,0
504,"GLADBACH","DUS",3,3,1,44,105,0,2,0,59,0,0,0,0,0,0,0,0,0,0,44,0,164,0,0,0,2,0,0,0,0,0,0,0
505,"WIPPERFURTH","KOL",2,0,0,5,40,0,0,0,19,0,0,0,0,0,0,0,0,0,0,5,0,59,0,0,0,0,0,0,0,0,0,0,0
506,"WALDBROL","KOL",1,3,0,34,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,0,22,0,0,0,0,0,0,0,0,0,0,0
507,"GUMMERSBACH","KOL",8,1,0,72,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,72,1,5,0,0,0,0,0,0,0,0,0,0,0
508,"SIEGKREIS","KOL",3,2,1,21,135,0,1,0,52,0,0,0,2,0,0,0,0,0,0,19,2,186,0,0,0,1,0,3,2,1,0,0,0
509,"MULHEIM","KOL",1,1,0,18,111,0,0,4,66,0,0,0,0,0,0,0,0,0,0,22,0,177,0,0,0,0,0,0,0,0,0,0,0
510,"KOLN","KOL",0,0,1,38,146,0,3,1,154,0,3,0,0,0,0,0,0,0,0,34,0,295,0,0,0,6,0,10,5,5,0,0,0
511,"KOLN","KOL",1,0,0,24,188,0,0,5,161,0,0,1,1,0,0,0,0,0,0,29,0,349,2,0,0,0,0,0,0,0,0,0,0
512,"BERGHEIM","KOL",1,3,0,1,67,0,1,0,41,0,0,0,0,0,0,0,0,0,0,1,0,108,0,0,0,1,0,0,0,0,0,0,0
513,"EUSKIRCHEN","KOL",0,4,1,0,68,0,1,0,41,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,1,0,0,0,0,0,0,0
514,"RHEINBACH","KOL",0,10,0,0,61,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0
515,"BONN","KOL",0,0,0,6,27,0,0,4,28,0,0,0,0,0,0,0,0,0,0,10,0,55,0,0,0,0,0,0,0,0,0,0,0
516,"BONN","KOL",0,3,0,1,73,0,0,0,54,0,0,0,0,0,0,0,0,0,0,1,0,127,0,0,0,0,0,0,0,0,0,0,0
517,"DAUN","TRI",0,0,0,0,68,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0
518,"PRUM","TRI",0,7,0,0,81,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0
519,"BITBURG","TRI",0,5,1,0,84,0,1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,1,0,0,0,0,0,0,0
520,"WITTLICH","TRI",0,4,1,0,64,0,1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,1,0,0,0,0,0,0,0
521,"BERNKASTEL","TRI",18,15,1,38,52,0,2,0,36,0,0,0,0,0,0,0,0,0,0,37,0,87,0,0,0,2,0,2,1,1,0,0,0
522,"TRIER","TRI",1,2,0,3,24,0,1,3,24,0,0,0,0,0,0,0,0,0,0,6,0,48,0,0,0,1,0,0,0,0,0,0,0
523,"TRIER","TRI",3,35,1,3,122,0,1,1,58,0,0,0,0,0,0,0,0,0,0,4,0,180,0,0,0,1,0,0,0,0,0,0,0
524,"SAARBURG","TRI",0,22,0,0,53,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0
525,"MERZIG","TRI",0,9,0,1,59,0,0,0,41,0,0,0,0,0,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,0,0,0
526,"SAARLOUIS","TRI",1,14,1,2,97,0,1,0,71,0,0,0,0,0,0,0,0,0,0,1,0,159,0,0,0,1,0,10,1,9,0,0,0
527,"SAARBRUCKEN","TRI",8,4,0,105,121,0,0,25,54,0,0,2,6,0,0,0,0,0,0,109,7,157,1,0,0,0,0,39,21,18,0,0,0
528,"OTTWEILER","TRI",3,0,3,57,72,0,3,11,59,0,0,0,2,0,0,0,0,0,0,66,1,129,1,0,0,3,0,4,2,2,0,0,0
529,"SANKT WENDEL","TRI",26,11,0,67,46,0,1,4,23,0,0,2,0,0,1,0,0,0,0,69,0,67,3,0,0,1,0,4,2,2,0,0,0
