kreiskey1849,county,rb,occ1849_baker_master,occ1849_baker_assi,occ1849_pastrychef_master,occ1849_pastrychef_assi,occ1849_butcher_master,occ1849_butcher_assi,occ1849_soapboiler_master,occ1849_soapboiler_assi,occ1849_tanner_master,occ1849_tanner_assi,occ1849_shoemaker_master,occ1849_shoemaker_assi,occ1849_glover_master,occ1849_glover_assi,occ1849_furrier_master,occ1849_furrier_assi,occ1849_lorimer_master,occ1849_lorimer_assi,occ1849_ropemaker_master,occ1849_ropemaker_assi,occ1849_sailmaker_master,occ1849_sailmaker_assi,occ1849_firehosemaker_master,occ1849_firehosemaker_assi,occ1849_tailor_master,occ1849_tailor_assi,occ1849_passementer_self_emp,occ1849_passementer_assi,occ1849_milliner_self_emp,occ1849_milliner_assi,occ1849_embroiderer_self_emp,occ1849_embroiderer_assi,occ1849_paperhanger_self_emp,occ1849_paperhanger_assi,occ1849_hatter_master,occ1849_hatter_assi,occ1849_cloth_cutter_self_emp,occ1849_cloth_cutter_assi,occ1849_dyer_self_emp,occ1849_dyer_assi,occ1849_bleacher_self_emp,occ1849_bleacher_assi,occ1849_carpenter_self_emp,occ1849_carpenter_assi,occ1849_carpenter_patchers,occ1849_wellsinker_master,occ1849_wellsinker_assi,occ1849_cabinetmaker_master,occ1849_cabinetmaker_assi,occ1849_wheelwright_master,occ1849_wheelwright_assi,occ1849_wainwright_master,occ1849_wainwright_assi,occ1849_cooper_master,occ1849_cooper_assi,occ1849_turner_master,occ1849_turner_assi,occ1849_manufacturer_f_self_emp,occ1849_manufacturer_f_assi,occ1849_manufacturer_c_self_emp,occ1849_manufacturer_c_assi,occ1849_combmaker_master,occ1849_combmaker_assi,occ1849_brushmaker_master,occ1849_brushmaker_assi,occ1849_basketmaker_master,occ1849_basketmaker_assi,occ1849_bricklayer_master,occ1849_bricklayer_assi,occ1849_bricklayer_patchers,occ1849_slater_master,occ1849_slater_assi,occ1849_stonemason_master,occ1849_stonemason_assi,occ1849_paver_master,occ1849_paver_assi,occ1849_chimneysweep_self_emp,occ1849_chimneysweep_assi,occ1849_potter_master,occ1849_potter_assi,occ1849_glazier_master,occ1849_glazier_assi,occ1849_colourist_self_emp,occ1849_colourist_assi,occ1849_painter_self_emp,occ1849_painter_assi,occ1849_lacquerer_self_emp,occ1849_lacquerer_assi,occ1849_sculptor_self_emp,occ1849_sculptor_assi,occ1849_blacksmith_master,occ1849_blacksmith_assi,occ1849_locksmith_master,occ1849_locksmith_assi,occ1849_beltmaker_master,occ1849_beltmaker_assi,occ1849_millwright_self_emp,occ1849_millwright_assi,occ1849_spoolmaker_self_emp,occ1849_spoolmaker_assi,occ1849_coppersmith_master,occ1849_coppersmith_assi,occ1849_bellfounder_master,occ1849_bellfounder_assi,occ1849_tinmoulder_master,occ1849_tinmoulder_assi,occ1849_plumber_master,occ1849_plumber_assi,occ1849_wiredrawer_master,occ1849_wiredrawer_assi,occ1849_sc_instrument_self_emp,occ1849_sc_instrument_assi,occ1849_mus_instrument_self_emp,occ1849_mus_instrument_assi,occ1849_clockmaker_self_emp,occ1849_clockmaker_assi,occ1849_goldsmith_self_emp,occ1849_goldsmith_assi,occ1849_stonecutter_self_emp,occ1849_stonecutter_assi,occ1849_gold_beater_self_emp,occ1849_gold_beater_assi,occ1849_barber_self_emp,occ1849_barber_assi,occ1849_hairdresser_self_emp,occ1849_hairdresser_assi,occ1849_fisher_self_emp,occ1849_fisher_assi,occ1849_gardener_self_emp,occ1849_gardener_assi,occ1849_bookbinder_self_emp,occ1849_bookbinder_assi,occ1849_goldborder_self_emp,occ1849_goldborder_assi,occ1849_papiermache_self_emp,occ1849_papiermache_assi,occ1849_umbrellamaker_self_emp,occ1849_umbrellamaker_assi,occ1849_cigarmaker_self_emp,occ1849_cigarmaker_assi,occ1849_plasterfigurine_self_emp,occ1849_plasterfigurine_assi,occ1849_waxcandlemaker_self_emp,occ1849_waxcandlemaker_assi,occ1849_waddingmaker_self_emp,occ1849_waddingmaker_assi,occ1849_blanketmaker_self_emp,occ1849_blanketmaker_assi,occ1849_carder_self_emp,occ1849_carder_assi,occ1849_yarnspinner_self_emp,occ1849_yarnspinner_assi,occ1849_ingnitermaker_self_emp,occ1849_ingnitermaker_assi,occ1849_product_corn_self_emp,occ1849_product_corn_assi,occ1849_writing_utens_self_emp,occ1849_writing_utens_assi,occ1849_autioneer_self_emp,occ1849_autioneer_assi,occ1849_executioner_self_emp,occ1849_executioner_assi,occ1849_musicteacher_self_emp,occ1849_musicteacher_assi,occ1849_actor_self_emp,occ1849_actor_assi,occ1849_cleaner_self_emp,occ1849_cleaner_assi,occ1849_metalworker_self_emp,occ1849_metalworker_assi,occ1849_pastoralist_self_emp,occ1849_pastoralist_assi,occ1849_bargee_self_emp,occ1849_bargee_assi,occ1849_tinker_self_emp,occ1849_tinker_assi,occ1849_thatcher_self_emp,occ1849_thatcher_assi,occ1849_charburner_self_emp,occ1849_charburner_assi,occ1849_castrator_self_emp,occ1849_castrator_assi
165,"Creutzburg","OPP",55,20,5,8,54,29,9,2,12,16,213,131,1,0,26,13,29,18,12,9,0,0,0,0,136,41,2,2,4,3,0,0,0,0,14,5,4,2,11,3,4,12,5,96,1,1,0,59,44,53,13,0,0,43,19,5,2,0,0,2,0,5,3,0,0,0,0,5,136,0,1,2,0,0,1,0,3,8,11,9,2,0,0,0,2,4,0,0,0,0,93,48,25,19,0,0,2,1,0,0,2,3,0,0,0,0,4,4,3,0,0,0,1,1,3,0,1,1,0,0,0,0,5,3,0,0,1,0,16,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,13,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,"Rosenberg","OPP",31,9,3,1,39,7,2,1,7,2,190,64,0,0,18,7,11,7,7,3,0,0,0,0,108,20,1,1,7,0,0,0,0,0,24,11,0,0,2,0,2,0,2,31,5,1,0,50,12,23,4,1,0,16,5,0,0,0,0,0,0,1,0,1,0,0,0,1,12,2,2,6,0,0,0,0,2,5,12,5,4,1,0,0,1,0,0,0,0,0,102,24,15,9,0,0,1,0,0,0,1,2,1,0,0,0,3,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,1,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,"Oppeln","OPP",92,18,5,7,112,34,11,7,10,13,351,126,3,0,20,13,22,14,10,10,0,0,1,1,217,44,6,6,12,6,1,0,2,0,4,6,3,1,9,2,4,2,13,86,17,2,0,89,44,72,20,1,9,34,16,7,2,0,0,2,0,2,1,0,0,15,4,10,163,25,1,0,0,0,1,0,4,12,26,17,10,19,0,0,5,4,0,0,0,0,133,56,35,25,1,1,0,3,0,0,2,0,1,1,0,0,4,6,1,1,0,0,1,0,4,2,2,2,0,0,0,0,12,3,0,0,7,14,15,5,13,5,0,0,0,0,0,0,2,55,0,0,0,0,1,1,0,0,0,0,296,0,0,0,6,0,0,0,8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,"Gross-Strehlitz","OPP",55,20,5,2,62,31,5,1,14,7,214,90,3,1,21,9,23,11,9,4,0,0,0,0,136,54,2,0,5,9,0,0,0,0,15,1,1,2,4,2,6,1,2,28,1,0,0,56,23,48,8,0,0,32,3,2,1,0,0,1,0,2,0,4,0,4,0,3,27,0,1,2,0,0,1,6,3,7,5,10,19,1,0,0,4,1,2,1,0,0,132,56,12,13,0,0,1,0,0,0,1,4,1,0,0,0,2,2,0,0,0,0,0,0,6,1,0,0,0,0,0,0,5,2,0,0,3,0,9,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,"Lublinitz","OPP",36,26,5,0,41,27,3,1,4,2,132,37,0,0,7,3,12,6,10,4,0,0,0,0,102,26,0,0,3,0,0,0,0,0,3,1,0,0,3,2,1,3,1,20,5,1,0,49,27,42,9,0,0,16,8,1,0,0,0,2,0,0,0,0,0,0,0,4,22,13,0,0,0,0,1,2,2,6,14,10,5,2,0,0,0,0,0,0,0,0,120,37,33,12,0,0,0,0,0,0,2,2,0,0,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,"Tost","OPP",53,63,13,3,82,49,8,2,13,13,268,141,1,0,10,9,33,24,7,5,0,0,0,0,172,53,1,0,5,12,0,0,2,4,8,2,8,4,5,2,1,0,3,83,8,1,5,68,68,50,12,0,0,39,9,7,7,0,0,9,0,2,1,2,3,3,0,5,106,6,2,0,1,0,2,1,2,4,13,9,8,1,1,1,4,4,0,0,3,5,176,123,58,71,0,0,0,0,0,0,1,2,4,8,0,0,8,9,2,1,0,0,2,1,7,2,5,2,1,0,0,0,8,7,1,0,0,0,7,5,13,2,0,0,0,0,0,0,1,2,0,0,0,0,1,3,0,0,3,6,0,0,0,0,7,0,0,0,15,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,"Beuthen","OPP",126,64,19,6,147,52,6,5,11,4,226,92,2,2,24,7,31,9,13,12,0,0,0,0,162,103,1,0,6,2,0,0,0,0,11,4,0,0,4,0,0,0,3,31,2,0,0,96,54,26,16,0,0,31,11,11,4,0,0,0,0,1,0,0,0,0,0,5,118,6,1,0,1,1,1,0,1,9,8,6,11,3,2,0,4,4,0,0,0,0,213,176,27,24,1,0,0,0,0,0,2,0,0,0,0,0,10,9,0,0,0,0,0,0,7,2,2,0,0,0,0,0,7,5,0,0,3,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,"Pless","OPP",54,34,6,4,64,33,6,5,11,6,200,72,1,0,12,3,11,5,5,3,0,0,0,0,140,41,1,0,4,0,0,0,0,0,4,0,1,1,5,1,1,0,6,20,21,0,0,43,20,52,4,3,7,23,4,3,2,0,0,2,0,2,0,0,0,2,0,10,55,18,0,0,5,13,0,0,2,7,17,8,10,26,1,0,2,0,0,0,0,0,124,38,17,15,0,0,0,0,0,0,2,4,0,0,0,0,2,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,"Riebnick","OPP",55,26,38,3,56,25,5,1,17,10,156,43,2,0,12,1,18,7,10,3,0,0,0,0,76,22,2,0,3,1,0,0,0,0,15,2,3,2,7,1,2,0,2,9,0,0,0,43,12,22,1,1,3,49,10,5,0,0,0,0,0,0,0,2,0,1,0,8,13,5,3,0,0,0,0,0,3,6,19,5,8,0,0,0,13,0,0,0,0,0,108,12,19,5,0,0,0,0,0,0,1,0,1,0,0,0,4,2,0,0,0,0,0,0,3,1,2,0,0,0,0,0,5,3,0,0,2,0,3,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,"Ratibor","OPP",102,35,14,14,119,40,7,1,26,14,424,190,3,1,55,28,45,20,18,6,0,0,0,0,280,99,7,2,10,5,0,0,3,5,5,4,7,4,12,6,4,4,2,199,3,5,2,129,107,69,10,1,0,51,25,11,1,0,0,28,4,3,0,1,1,59,9,4,128,3,3,10,1,6,5,11,2,6,15,9,10,3,0,0,7,5,0,0,4,4,188,51,40,41,1,1,1,1,1,0,3,3,2,3,2,1,8,12,7,1,0,0,2,2,8,2,4,3,2,0,0,0,11,13,1,1,9,1,92,16,11,6,0,0,0,0,0,0,0,7,0,0,0,0,5,2,1,0,4,0,0,0,0,0,7,0,0,0,7,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,"Cosel","OPP",55,17,4,1,55,16,4,3,5,3,141,43,1,1,4,3,22,7,5,1,0,0,0,0,121,32,0,0,2,0,0,0,2,0,0,0,0,0,5,0,0,0,8,41,34,2,0,48,25,49,8,0,0,22,7,3,0,0,0,0,0,1,0,1,0,40,0,5,63,57,1,0,1,2,2,0,1,5,10,5,1,0,0,0,2,0,1,1,0,0,119,27,28,22,1,0,0,2,0,0,3,2,1,1,0,0,8,7,5,2,0,0,0,0,4,3,0,0,0,0,0,0,2,4,0,0,0,0,6,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
176,"Leobschütz","OPP",80,40,9,1,131,52,11,2,30,10,427,146,3,0,47,21,59,16,27,3,1,0,0,0,230,63,7,4,6,0,0,0,1,1,7,0,3,0,21,8,3,0,23,154,61,0,0,163,62,113,25,3,0,72,13,18,7,0,0,0,0,6,1,5,1,4,0,41,282,122,7,16,1,0,6,8,3,3,31,18,12,2,1,1,6,0,1,2,0,0,191,80,55,31,2,0,5,1,1,0,2,0,1,0,0,0,10,8,5,1,0,0,0,0,9,0,1,1,0,0,0,0,15,3,0,0,0,0,20,1,11,4,0,0,0,0,0,0,3,1,0,0,3,1,3,1,0,0,6,2,1137,14,0,0,1,0,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,"Neustadt","OPP",99,40,9,8,86,22,11,3,34,11,428,139,5,3,33,16,38,10,14,7,0,0,0,0,307,58,6,6,4,3,0,0,0,0,6,7,7,3,18,12,7,2,4,224,0,0,1,102,48,72,21,1,0,56,7,15,1,0,0,5,0,2,0,3,0,10,2,6,291,0,2,0,1,1,0,0,5,7,28,11,20,2,2,0,6,5,1,0,0,0,170,56,28,12,3,1,1,2,0,0,3,3,1,1,0,0,9,3,12,0,0,0,0,0,11,2,1,1,1,0,0,0,18,6,0,0,0,0,12,8,10,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,5,2,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,"Falkenberg","OPP",55,4,6,3,39,8,5,2,8,3,127,38,0,0,9,8,13,5,11,2,0,0,0,0,84,19,1,0,5,0,0,0,0,0,4,1,0,0,31,3,4,1,5,7,0,0,0,46,25,32,7,0,0,24,8,7,0,0,0,2,0,2,0,3,1,4,1,4,8,0,0,0,0,0,0,0,2,5,12,6,1,0,0,0,2,2,0,0,0,0,101,37,17,12,0,0,1,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,2,0,1,10,3,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,"Neisse","OPP",89,66,20,30,139,62,8,5,22,8,366,279,16,11,33,22,54,27,12,8,0,0,0,0,249,111,5,11,8,12,1,0,4,6,9,6,3,0,9,3,1,1,12,193,5,3,2,139,82,83,24,0,0,37,26,24,9,2,0,1,0,5,3,2,0,24,9,7,319,0,5,6,4,19,4,14,4,11,19,28,23,2,2,0,13,13,1,0,2,0,177,89,55,50,3,0,2,1,0,0,4,3,3,1,3,2,12,16,12,4,2,1,5,2,12,9,8,4,1,0,0,0,17,20,1,1,4,0,10,4,14,16,0,0,0,0,0,0,0,0,1,0,2,2,6,2,2,0,0,0,2180,0,1,0,3,2,0,0,19,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,"Grotkau","OPP",47,15,4,3,62,11,4,2,7,10,122,55,2,1,10,6,30,8,6,1,0,0,0,0,55,27,4,4,3,0,0,0,1,0,2,1,1,0,6,2,0,0,3,23,1,1,0,60,16,26,4,0,0,13,2,6,0,0,0,0,0,0,0,0,0,6,1,6,34,0,1,1,1,0,2,1,2,4,8,5,9,0,1,1,3,2,0,0,0,0,106,9,16,4,1,0,0,0,0,0,1,1,0,0,0,0,3,2,1,0,0,0,1,0,7,0,0,0,0,0,0,0,5,6,0,0,2,0,1,0,3,2,0,0,0,0,0,0,2,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,"Grünberg","LIE",83,36,0,0,67,26,7,3,9,10,224,92,1,0,18,5,21,9,15,12,0,0,0,0,169,72,4,2,21,23,0,0,1,0,2,0,19,22,18,35,0,0,4,122,20,0,0,96,51,53,15,0,0,59,27,10,1,0,0,0,0,5,4,1,0,15,5,7,238,24,6,20,0,0,1,20,5,7,17,14,9,3,0,0,3,1,0,0,0,0,94,56,44,44,3,1,2,3,3,0,3,3,0,0,0,0,5,5,4,3,0,0,1,0,3,0,2,4,0,0,0,0,13,3,1,0,7,6,34,3,8,5,0,0,0,0,0,0,10,4,0,0,0,0,3,6,0,0,40,4,0,0,1,0,0,0,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,"Freistadt","LIE",87,43,9,6,62,16,8,6,13,14,292,166,10,3,17,11,31,11,16,18,5,12,0,0,164,67,4,0,9,7,0,0,0,0,6,1,4,2,16,10,0,0,13,185,0,1,0,108,61,63,22,2,4,49,17,20,7,1,0,9,0,3,1,3,0,14,6,7,209,3,3,9,3,0,2,3,6,8,28,38,14,1,0,0,5,1,0,0,0,0,99,57,45,34,3,0,1,3,1,0,7,3,1,0,2,1,9,2,6,8,1,0,2,3,9,2,4,1,0,0,0,0,16,8,1,0,13,5,5,0,13,6,0,0,0,0,0,0,3,1,0,0,1,1,3,0,0,0,11,3,0,0,1,0,0,0,0,0,9,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,"Sagan","LIE",77,28,8,4,52,26,8,3,16,4,322,184,6,4,18,29,26,16,13,5,0,0,0,0,205,98,4,0,17,0,0,0,2,2,3,3,4,10,15,10,0,0,4,206,0,0,1,107,75,61,21,0,0,48,14,22,10,0,0,2,0,8,1,3,2,8,7,5,273,0,3,39,1,0,0,0,4,7,44,84,12,1,2,0,4,3,0,0,0,0,119,78,47,60,3,1,0,1,4,1,6,3,0,0,1,0,4,2,5,2,1,0,1,2,8,0,4,2,1,0,0,0,11,6,0,0,1,0,27,2,10,9,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,9,2,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,"Sprottau","LIE",43,19,5,4,29,17,4,2,13,9,203,107,4,1,10,5,14,7,11,1,0,0,0,0,120,42,1,1,4,5,0,0,0,0,7,1,2,1,7,5,1,0,3,158,0,1,0,66,55,42,18,0,0,39,14,7,2,0,0,2,0,3,1,1,0,4,1,4,198,2,3,37,1,1,1,1,2,4,17,18,7,2,0,0,4,7,0,0,0,0,74,55,27,22,0,0,0,3,0,0,2,2,0,0,1,1,5,3,4,8,0,0,1,2,7,1,1,1,0,0,0,0,9,0,0,0,0,0,2,0,6,5,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,13,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,"Glogau","LIE",94,49,16,22,98,52,8,6,8,8,362,184,8,3,16,6,37,24,21,6,0,0,0,0,275,101,8,9,11,19,0,0,4,3,6,0,5,1,9,7,0,0,5,284,1,1,1,151,136,70,23,0,0,62,25,16,4,0,0,1,0,3,0,6,1,26,6,6,354,3,3,22,1,1,1,6,4,11,15,23,12,4,0,0,16,6,0,0,0,0,149,113,51,71,1,0,2,8,0,0,5,7,2,1,2,1,11,18,1,1,2,2,4,7,14,7,6,5,1,0,0,0,15,15,4,3,13,9,15,3,19,15,0,0,0,0,1,0,4,2,1,0,2,0,3,4,0,0,1,0,0,0,0,0,0,0,1,1,24,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,"Lüben","LIE",32,8,2,1,43,15,3,1,4,5,177,84,2,2,5,2,15,12,9,2,0,0,0,0,129,41,0,0,3,0,0,0,0,0,2,0,0,0,3,0,0,0,2,149,8,1,2,64,37,52,16,0,0,20,3,5,0,0,0,0,0,0,0,0,0,8,2,2,166,2,1,13,0,0,1,2,3,5,5,2,4,0,0,0,3,2,0,0,0,0,89,55,17,14,2,0,2,5,0,0,1,0,0,0,0,0,3,3,4,0,0,0,0,0,2,0,1,0,0,0,0,0,5,2,0,0,1,0,27,14,4,3,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,"Bunzlau","LIE",102,21,8,3,96,40,11,2,27,19,337,159,7,3,19,13,30,20,18,6,0,0,0,0,223,92,6,3,11,0,0,0,0,0,10,3,2,0,6,1,0,0,5,137,18,4,3,162,71,83,35,0,0,53,27,10,1,0,0,2,1,1,0,2,1,18,6,6,240,22,4,19,4,14,0,2,4,8,34,115,7,2,2,1,5,8,0,0,2,1,155,102,56,30,3,2,3,7,0,0,4,2,1,0,4,0,8,7,5,2,0,0,0,0,8,3,5,1,0,0,0,0,5,6,0,0,1,2,6,7,13,8,0,0,0,0,0,0,2,2,0,0,0,0,5,0,0,0,13,6,11200,1860,0,0,0,0,0,0,8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
188,"Hainau-Goldberg","LIE",72,30,5,6,101,47,11,6,39,33,366,176,9,3,23,8,47,22,26,8,0,0,0,0,267,137,5,4,20,0,1,1,1,0,6,2,13,12,14,9,0,0,5,136,0,2,2,161,87,90,33,0,0,55,22,19,9,0,0,2,0,4,6,2,0,22,6,6,192,1,7,20,2,4,2,2,5,7,7,13,5,1,1,0,5,6,0,0,0,0,145,105,53,53,4,1,0,3,1,0,4,3,2,5,2,1,8,7,10,6,0,0,0,0,11,4,8,3,0,0,0,0,11,6,1,1,2,1,16,5,11,6,0,0,0,0,1,0,0,0,0,0,0,0,10,0,1,0,13,2,0,0,0,0,0,0,0,0,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,"Liegnitz","LIE",43,33,14,11,85,54,13,6,20,19,391,135,7,7,13,22,55,44,29,12,0,0,0,0,368,174,5,2,55,1,0,0,0,0,3,2,2,2,1,2,0,0,8,288,15,1,5,185,131,102,54,0,0,57,21,16,9,1,2,3,0,5,2,4,6,25,26,8,338,17,5,24,0,1,2,0,6,7,11,13,9,5,1,0,12,9,3,7,2,1,170,153,48,70,5,6,6,14,2,2,6,3,3,2,1,2,13,14,7,3,2,8,4,1,13,8,9,14,1,0,0,0,25,16,3,2,10,0,183,15,16,14,0,0,0,0,0,0,2,4,1,4,0,0,10,0,0,0,0,0,1983,629,0,0,10,10,1,2,12,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
190,"Jauer","LIE",38,10,3,5,48,19,6,2,11,10,223,89,8,1,15,14,35,16,8,7,0,0,0,0,179,93,5,0,9,1,0,0,0,0,4,2,1,0,2,0,0,0,4,144,1,1,0,84,56,61,25,1,4,40,12,14,4,0,0,0,0,3,3,2,0,22,8,4,208,0,1,2,2,1,1,1,2,2,8,11,3,0,0,0,5,1,1,1,0,0,87,71,35,25,4,0,2,5,0,0,2,1,2,1,2,0,3,4,3,0,1,1,2,2,12,5,5,3,0,0,0,0,5,6,1,0,2,0,9,3,7,2,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,2,0,2541,185,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,"Schönau","LIE",42,15,2,1,53,18,4,1,8,9,189,52,3,0,5,3,19,8,12,2,0,0,0,0,145,37,0,0,1,0,0,0,0,0,2,1,0,0,3,0,0,0,2,158,0,0,0,89,35,57,14,0,0,47,18,6,2,0,0,2,0,0,0,0,0,15,2,2,179,0,0,5,1,0,0,0,2,4,2,3,0,0,0,0,1,0,0,0,1,0,96,56,25,14,3,1,1,11,0,0,2,0,1,1,0,0,3,0,3,2,0,0,0,0,5,4,0,0,0,0,0,0,5,1,0,0,1,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,5,1742,554,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,"Bolkenhain","LIE",32,18,1,2,53,31,3,3,15,16,241,86,3,1,8,2,21,12,12,3,0,0,0,0,171,50,1,0,9,1,0,0,0,0,1,0,3,1,5,4,1,2,3,185,1,0,2,89,36,56,21,0,0,42,9,7,2,0,0,0,0,0,0,3,1,15,4,3,232,0,2,15,3,7,0,2,1,3,5,6,2,0,0,0,1,1,0,0,0,0,99,79,21,7,1,1,0,18,2,0,0,0,0,0,0,0,3,1,3,1,0,0,1,1,5,1,2,1,1,0,0,0,6,1,0,0,0,0,2,3,5,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1040,268,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
193,"Landshut","LIE",82,38,3,0,74,34,9,1,23,7,299,138,3,1,6,1,29,11,15,5,0,0,0,0,198,54,3,0,7,3,0,0,0,0,5,2,0,0,23,12,10,40,5,162,0,1,0,117,73,58,24,0,0,54,9,21,6,0,0,5,0,2,2,3,0,8,5,2,180,0,1,1,2,15,0,1,3,4,7,9,6,1,1,0,4,2,0,0,2,1,109,75,30,34,3,0,3,11,7,0,1,1,1,3,0,0,7,2,3,0,1,0,1,0,17,13,2,1,1,0,0,0,10,2,0,0,1,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,2,0,2197,797,1,0,1,0,0,0,13,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,"Hirschberg","LIE",97,37,10,6,102,51,12,7,30,20,427,157,15,3,11,1,46,24,21,11,0,0,0,0,288,93,8,3,28,12,0,0,6,0,9,3,2,0,24,19,15,55,6,315,7,1,1,203,118,74,34,0,0,94,37,46,25,10,3,11,4,4,2,9,1,16,7,8,416,1,2,3,1,6,2,18,4,8,15,11,23,10,17,4,11,0,2,3,1,0,125,101,112,74,17,2,1,2,6,0,4,3,3,3,1,0,16,13,7,2,0,0,4,10,19,6,10,5,6,1,0,0,21,8,2,0,6,0,14,12,18,12,0,0,0,0,0,0,1,0,0,0,2,3,7,3,0,0,12,1,3479,1564,1,0,3,1,1,1,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
