kreiskey1849,county,rb,fac1849_spin_woolyarn_workers,fac1849_spin_combyarn_workers,fac1849_spin_cotton_workers,fac1849_spin_flax_workers,fac1849_spin_tow_workers,fac1849_looms_silk_masters,fac1849_looms_silk_assistants,fac1849_looms_cotton_masters,fac1849_looms_cotton_assistants,fac1849_looms_linen_masters,fac1849_looms_linen_assistants,fac1849_looms_wool_masters,fac1849_looms_wool_assistants,fac1849_looms_hosiery_masters,fac1849_looms_hosiery_assistants,fac1849_looms_band_masters,fac1849_looms_band_assistants,fac1849_looms_others_masters,fac1849_looms_others_assistants,fac1849_fact_thread_workers,fac1849_fact_silk_ao_workers,fac1849_wool_cloth_workers,fac1849_halfwool_cloth_workers,fac1849_cotton_workers,fac1849_linen_workers,fac1849_silk_workers,fac1849_shawl_workers,fac1849_band_workers,fac1849_carpet_workers,fac1849_passement_workers,fac1849_hosiery_workers,fac1849_laces_workers,fac1849_bleach_unit_workers,fac1849_bleach_yarn_workers,fac1849_dye_turkeyred_workers,fac1849_dye_silk_workers,fac1849_dye_others_workers,fac1849_print_workers,mill1849_water_masters,mill1849_water_assistants,mill1849_post_mills_masters,mill1849_post_mills_assistants,mill1849_dutchmills_masters,mill1849_dutchmills_assistants,mill1849_animals_workers,mill1849_steam_workers,mill1849_oil_workers,mill1849_fulling_workers,mill1849_tan_workers,mill1849_saw_german_workers,mill1849_saw_dutch_workers,mill1849_saw_circular_workers,mill1849_other_workers,fac1849_ironworks_workers,fac1849_wireworks_workers,fac1849_rake_workers,fac1849_sewingneedle_workers,fac1849_fixingpin_workers,fac1849_ironware_workers,fac1849_steel_workers,fac1849_steelware_workers,fac1849_copperhammer_workers,fac1849_brass_workers,fac1849_smeltery_workers,fac1849_bronzeware_workers,fac1849_engines_workers,fac1849_glassworks_workers,fac1849_grindery_workers,fac1849_mirrorglass_workers,fac1849_porcelain_workers,fac1849_earthenware_workers,fac1849_chemicals_workers,fac1849_potboilery_workers,fac1849_limekiln_workers,fac1849_brickworks_workers,fac1849_tarfurnace_workers,fac1849_cerecloth_workers,fac1849_paper_workers,fac1849_wallpaper_workers,fac1849_rubbergoods_workers,fac1849_leather_workers,fac1849_glue_workers,fac1849_cigar_workers,fac1849_sugarrefinery_workers,fac1849_mangold_sugar_workers,fac1849_starch_workers,fac1849_writing_workers,fac1849_specialpaper_workers,fac1849_cardboard_workers,fac1849_umbrella_workers,fac1849_paintshop_workers,fac1849_gold_silver_workers,fac1849_germansilver_workers,fac1849_gunpowder_workers,fac1849_cement_workers,fac1849_wadding_workers,fac1849_hairspinnery_workers,fac1849_glaze_workers,fac1849_button_workers,fac1849_railwaycar_workers,fac1849_waxproduct_workers,fac1849_chocolate_workers,fac1849_soap_workers,fac1849_vinegar_workers,fac1849_playingcard_workers,fac1849_beer_workers,fac1849_brandy_workers,fac1849_distillery_workers,fac1849_perfumery_workers,fac1849_metalletter_workers,fac1849_threadeye_workers,fac1849_metalfoundry_workers,fac1849_copper_workers,fac1849_gasandcoke_workers,fac1849_flax_workers,fac1849_pineseed_workers,fac1849_fabricflower_workers,fac1849_rope_workers,fac1849_pipetube_workers,fac1849_cheese_workers,fac1849_others_workers
156,"Nimtsch","BRE",0,0,0,0,0,0,0,73,9,119,24,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,59,81,25,21,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,81,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0
157,"Münsterberg","BRE",0,0,0,0,0,0,0,0,0,93,17,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,59,11,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,19,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0
158,"Frankenstein","BRE",0,0,0,0,0,0,0,281,189,83,24,3,2,13,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,87,11,5,3,1,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,60,0,4,2,59,89,0,0,0,0,0,0,4,25,0,0,2,0,0,0,0,0,0,0,7,0,0,166,0,0,0,2,0,0,0,0,38,28,14,0,0,0,0,0,0,0,0,0,0,0,0,0
159,"Reichenbach","BRE",0,0,11,0,0,0,0,2788,4683,80,47,76,114,1,0,11,9,2,5,0,0,0,20,10462,12,0,0,0,0,0,0,0,13,34,9,0,176,66,114,120,27,18,5,5,2,9,26,4,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,2,0,47,51,3,0,0,0,0,0,0,0,0,0,0,0,0,0
160,"Schweidnitz","BRE",48,0,0,649,0,0,0,1044,572,142,50,26,14,3,2,4,2,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,90,136,23,20,3,3,13,0,15,6,5,9,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,46,0,0,0,0,0,28,0,76,306,0,0,18,0,0,119,0,5,0,717,15,0,4,0,0,0,0,0,0,0,0,0,102,0,20,0,2,6,6,0,69,80,21,0,0,0,0,0,0,0,0,0,0,0,0,0
161,"Striegau","BRE",0,0,0,0,0,0,0,16,6,28,5,7,12,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,25,41,34,30,5,5,14,0,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,27,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,31,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0
162,"Waldenburg","BRE",16,0,0,525,0,0,0,1715,1818,944,1116,6,362,1,1,2,0,4,1,0,0,0,350,111,20,0,0,0,0,0,0,0,247,72,0,0,57,8,121,120,7,7,1,1,1,0,0,34,16,60,0,6,67,0,0,0,0,0,38,0,0,0,0,0,0,0,19,0,0,710,0,6,0,22,99,0,0,82,0,0,0,0,40,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,42,13,0,0,0,0,0,0,0,0,0,0,0,0,0
163,"Glatz","BRE",95,0,836,98,53,0,0,3938,1538,169,14,168,120,8,2,15,12,312,36,0,0,0,0,782,0,0,0,0,0,0,0,0,8,4,0,0,16,3,187,192,0,0,0,0,5,3,27,12,1,48,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,93,34,0,0,0,25,0,132,45,3,0,12,0,0,0,0,0,0,38,4,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,1,0,0,83,69,21,0,0,0,0,0,0,0,0,0,0,0,0,0
164,"Habelschwerdt","BRE",0,0,0,0,0,0,0,596,312,694,196,203,29,17,22,0,0,2,0,0,0,0,762,1522,0,0,0,0,0,0,0,0,10,11,0,0,0,0,208,111,0,0,0,0,0,0,35,12,3,55,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0,0,7,7,28,66,0,0,15,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,36,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0
165,"Creutzburg","OPP",42,0,0,0,0,0,0,0,0,79,57,25,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,40,34,23,9,1,0,8,1,8,4,4,3,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,75,4,0,0,0,0,0,0,0,0,0,0,0,0,0
166,"Rosenberg","OPP",0,0,0,0,0,0,0,0,0,79,0,2,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,69,18,5,0,0,0,12,0,1,1,2,10,0,0,0,189,0,0,0,0,15,0,0,0,0,0,0,0,6,0,0,0,0,0,13,24,139,18,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,100,6,0,0,0,0,0,0,0,0,0,0,0,0,0
167,"Oppeln","OPP",0,0,0,0,0,0,0,0,0,180,49,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,47,0,0,0,0,69,49,14,2,2,0,7,0,3,0,4,7,0,2,4,103,0,0,0,0,50,108,0,0,0,0,0,0,24,0,0,55,9,5,4,87,68,34,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,6,0,31,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0
168,"Gross-Strehlitz","OPP",0,0,0,0,0,0,0,0,0,95,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,71,42,4,1,0,0,8,0,3,0,0,11,2,0,0,264,6,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,8,73,50,19,0,0,0,0,0,0,6,0,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,69,3,0,0,0,0,0,0,0,0,0,0,0,0,0
169,"Lublinitz","OPP",0,0,0,0,0,0,0,0,0,38,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,40,12,2,0,0,0,12,0,2,0,2,8,0,0,1,498,0,0,0,0,38,0,0,0,0,0,0,0,25,0,0,0,12,0,10,21,85,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,31,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0
170,"Tost","OPP",13,0,0,0,0,0,0,0,0,11,3,51,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,80,37,1,0,0,0,2,0,0,2,6,17,0,0,0,689,0,0,0,0,82,0,0,2,0,21,0,100,28,0,0,0,0,0,0,43,81,6,0,0,0,0,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,33,60,6,0,0,27,30,0,0,0,0,0,0,0,0,0
171,"Beuthen","OPP",0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,51,55,1,1,0,0,5,10,0,0,0,10,0,0,0,1356,0,0,0,0,0,0,0,0,0,2440,0,40,0,0,0,0,0,0,0,21,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,31,0,0,0,0,0,0,0,1,0,0,45,90,2,0,0,0,0,0,0,0,0,0,0,0,0,34
172,"Pless","OPP",0,0,0,0,0,0,0,0,0,132,17,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,13,2,0,0,0,0,0,0,1,1,27,4,0,17,125,0,0,0,0,0,0,0,0,0,65,0,0,26,0,0,0,0,2,0,22,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,0,0,0,25,0,0,0,0,0,0,0,0,0,0
173,"Riebnick","OPP",0,0,0,0,0,0,0,40,8,22,5,17,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,2,107,4,0,0,0,0,0,16,4,5,2,20,2,0,0,98,0,0,0,0,91,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,110,2,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,34,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0
174,"Ratibor","OPP",14,85,0,0,0,0,0,52,13,121,26,37,22,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,93,71,15,7,1,0,11,25,11,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,62,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0
175,"Cosel","OPP",0,0,0,0,0,0,0,0,0,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,58,48,26,12,2,1,20,3,0,0,0,5,0,0,0,86,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,7,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,104,2,0,0,0,0,0,0,0,0,0,0,0,0,0
176,"Leobschütz","OPP",0,4,0,0,0,0,0,314,208,223,151,6,1,4,1,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,9,0,68,81,69,22,0,0,0,0,16,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,1,0,67,46,9,0,0,0,0,0,0,0,0,0,0,0,0,0
177,"Neustadt","OPP",21,0,0,0,0,0,0,116,144,145,104,16,9,14,4,1,0,0,0,0,0,0,0,203,159,0,0,0,0,0,0,0,7,10,0,0,0,0,72,90,15,2,0,0,0,2,1,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3,0,0,0,0,127,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,5,4,0,37,60,6,0,0,0,0,0,0,0,0,0,0,0,0,0
178,"Falkenberg","OPP",0,0,0,0,0,0,0,0,0,145,22,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,34,42,15,0,3,6,0,0,1,0,0,4,0,0,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,4,44,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,45,7,0,0,0,0,0,0,0,0,0,0,0,0,0
179,"Neisse","OPP",13,0,153,0,0,0,0,2,0,313,135,30,13,11,15,2,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,4,96,0,0,0,0,99,132,6,0,0,0,0,0,16,3,1,4,0,0,0,6,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,5,0,0,105,0,0,27,0,0,0,0,56,0,0,3,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,70,100,19,0,0,0,0,0,0,0,0,0,0,0,0,0
180,"Grotkau","OPP",0,0,0,0,0,0,0,2,1,35,15,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,41,30,22,2,1,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
181,"Grünberg","LIE",452,0,0,0,0,0,0,0,0,19,5,322,162,0,0,1,0,3,0,0,9,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71,19,79,20,2,2,17,0,10,17,2,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,4,111,0,0,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,10,0,165,0,0,0,0,0,0,0,46,56,4,0,0,0,0,0,0,0,0,0,0,0,0,0
182,"Freistadt","LIE",10,0,0,90,63,0,0,15,21,46,30,17,19,1,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,55,33,210,113,0,26,1,1,21,3,7,4,0,0,6,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,122,0,0,2,0,0,12,3,0,0,12,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,41,10,0,0,0,0,0,0,0,0,0,0,0,0,62
183,"Sagan","LIE",117,6,0,290,0,0,0,273,190,93,61,50,180,1,0,1,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,2,15,0,0,3,6,68,86,37,17,2,2,3,0,21,13,1,24,0,0,0,89,0,16,0,0,0,0,0,10,0,0,0,0,10,2,0,4,12,0,0,0,69,36,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,39,6,0,0,0,0,0,0,0,0,0,0,0,0,0
184,"Sprottau","LIE",24,0,0,0,0,0,0,11,5,16,6,11,9,11,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,42,47,33,0,0,5,0,10,4,2,5,0,0,1,780,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,103,0,0,123,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,27,44,3,0,0,0,0,0,0,220,0,0,0,0,0,0
185,"Glogau","LIE",26,0,0,0,0,0,0,0,0,83,18,6,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,49,203,116,3,3,6,7,26,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,177,0,0,13,0,0,0,3,0,0,170,34,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7,0,73,38,22,0,0,0,0,0,0,0,0,0,0,0,0,0
186,"Lüben","LIE",23,0,0,0,0,0,0,0,0,34,11,42,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,36,67,47,0,0,6,18,11,3,1,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,52,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0
187,"Bunzlau","LIE",0,0,0,0,0,0,0,6,1,81,29,13,42,6,3,4,0,1,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,69,0,0,0,0,57,114,39,29,3,3,6,0,6,2,3,20,4,0,11,84,0,0,0,0,40,0,0,0,0,0,0,0,12,0,0,0,213,6,0,141,90,6,0,55,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,89,12,0,0,0,0,0,0,0,0,0,0,0,0,0
188,"Hainau-Goldberg","LIE",127,0,0,0,0,0,0,0,0,21,12,103,222,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,107,38,23,4,6,1,0,27,9,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,97,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,47,43,16,0,0,0,0,0,0,0,0,0,0,0,0,0
189,"Liegnitz","LIE",90,0,0,0,0,0,0,0,0,71,30,0,81,1,62,0,0,0,60,0,0,81,0,0,0,0,0,0,0,60,62,0,0,0,0,0,15,0,43,66,75,87,0,0,0,0,7,4,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,102,0,0,4,0,0,6,0,8,0,0,36,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,5,2,0,40,25,16,0,0,0,0,0,0,0,0,0,0,0,0,0
190,"Jauer","LIE",0,0,0,0,0,0,0,0,0,45,18,0,0,5,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,52,66,38,37,1,1,6,0,5,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,21,0,0,0,0,0,15,0,70,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,33,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0
191,"Schönau","LIE",34,0,0,0,0,0,0,54,8,397,484,9,6,0,0,0,0,14,24,0,2,32,0,0,0,0,0,0,0,0,0,0,8,26,0,0,0,0,60,79,7,5,1,0,10,0,5,3,2,11,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,71,38,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,25,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0
192,"Bolkenhain","LIE",9,0,97,0,134,0,0,57,38,1201,1655,48,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,62,0,0,5,4,65,91,20,15,1,1,0,0,9,1,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,160,47,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,32,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0
193,"Landshut","LIE",0,0,0,371,0,0,0,235,2549,707,3006,3,15,2,1,2,1,13,49,7,0,0,0,2682,1842,0,0,0,0,0,0,0,0,0,0,0,4,6,74,125,4,3,1,1,6,0,4,1,11,27,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,17,0,88,26,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,25,40,7,0,0,0,0,0,0,0,0,0,0,0,0,0
194,"Hirschberg","LIE",53,45,0,430,0,11,2,271,59,1160,392,279,223,4,0,8,22,40,2,0,0,0,0,133,95,0,150,11,0,0,0,0,230,30,0,0,0,8,95,124,0,0,0,0,1,0,3,14,11,20,2,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,249,343,0,16,0,40,0,38,44,0,0,207,0,0,0,0,10,39,0,43,5,0,0,0,0,0,0,0,0,0,0,60,0,0,6,0,0,0,0,52,73,9,0,0,0,0,0,0,0,0,44,0,0,0,0
195,"Löwenberg","LIE",32,0,0,0,0,0,0,176,79,289,88,33,18,16,7,18,6,3,0,0,0,5,0,0,0,0,0,0,0,0,1,0,22,38,0,0,2,0,103,132,24,10,6,3,7,0,10,4,15,17,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,110,24,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,55,77,11,0,0,0,0,0,0,0,0,0,0,0,0,0
196,"Lauban","LIE",0,0,0,0,0,1,1,2360,1822,1432,977,248,274,3,1,11,6,4,4,0,2,43,50,3044,156,0,0,0,0,0,1,0,29,76,0,0,1,8,109,140,10,6,3,4,6,0,8,10,10,27,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,112,0,0,21,0,0,0,0,55,0,0,3,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,1,0,71,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0
197,"Görlitz","LIE",214,11,0,0,0,0,0,49,24,47,13,14,5,5,3,2,1,0,0,0,0,298,0,0,0,0,0,0,0,0,0,16,10,17,0,0,13,4,79,102,15,10,5,3,3,0,6,20,2,13,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,83,2,0,0,0,0,0,43,140,4,0,3,0,0,1,0,77,0,0,5,0,0,0,8,0,0,0,0,0,5,4,501,0,15,0,0,0,3,0,57,34,9,0,0,0,0,0,0,0,0,0,0,0,0,0
198,"Rothenburg","LIE",40,0,0,0,0,0,0,18,6,38,12,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,71,76,15,1,2,1,3,0,1,2,0,7,1,0,5,71,0,0,0,0,20,0,0,0,0,61,0,0,32,2,0,0,38,18,0,46,175,29,0,30,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,71,4,0,0,0,0,0,0,0,0,0,0,0,0,0
199,"Hoyerswerda","LIE",5,19,0,0,0,0,0,16,5,28,5,5,3,5,3,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,62,54,8,1,0,0,1,0,6,6,1,12,0,0,11,120,0,0,0,0,30,0,0,0,0,0,0,13,36,1,0,0,0,0,0,0,61,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0
200,"Osterburg","MAG",2,0,0,0,0,0,0,1,0,99,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,5,3,132,101,1,1,4,1,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,51,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,18,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0
201,"Salzwedel","MAG",118,0,0,0,0,0,0,39,29,89,74,35,57,0,0,0,0,2,2,0,0,21,0,52,54,0,0,0,0,2,0,0,27,0,0,0,37,11,49,38,57,18,6,7,3,1,16,4,3,0,1,0,16,0,7,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,58,0,0,31,0,0,20,0,32,9,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,2,0,77,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0
202,"Gardelegen","MAG",0,0,0,0,0,0,0,6,35,440,116,6,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,56,61,68,36,3,4,2,1,49,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,8,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,114,0,0,0,0,3,0,36,57,5,0,0,0,0,0,0,0,0,0,0,0,0,0
203,"Stendal","MAG",38,0,0,0,0,0,0,5,13,56,13,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,8,5,127,104,2,2,3,2,23,2,3,0,0,0,2,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,77,0,0,0,0,0,27,3,14,9,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,42,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0
